"panel","lineage","drawn_in_4c","cluster","n_cells","gp","color","mean_loading","proportion"
"b","CD4",FALSE,"CD4.B",25938,"GP72","#F1085CFF",0.000362739753288409,0.000495472601041506
"b","CD4",FALSE,"CD4.C",38133,"GP72","#F1085CFF",0.000141734821026845,0.000188289346836317
"b","CD4",FALSE,"CD4.D",4945,"GP72","#F1085CFF",8.33045655355851e-05,9.29945619190113e-05
"b","CD4",FALSE,"CD4.E",3414,"GP72","#F1085CFF",0.000115816822371486,0.00013491542205341
"b","CD4",FALSE,"CD4.F",4265,"GP72","#F1085CFF",0.00459502302100221,0.00547283575992574
"b","CD4",FALSE,"CD4.G",6666,"GP72","#F1085CFF",0.0149480887426798,0.0103737564221877
"b","CD4",FALSE,"CD4.H",1958,"GP72","#F1085CFF",0.0127577139345723,0.0101155400174428
"b","CD4",FALSE,"CD4.I",1028,"GP72","#F1085CFF",0.0234238212959814,0.0169886538789822
"b","CD4",FALSE,"CD4.Q",3809,"GP72","#F1085CFF",0.0775726415248589,0.0447554935949154
"b","CD4",FALSE,"CD4.R",512,"GP72","#F1085CFF",0.0438959235639649,0.0225593354390932
"b","CD4",FALSE,"CD4.S",300,"GP72","#F1085CFF",0.0166518945374485,0.0101625507938407
"b","CD4",FALSE,"CD4.T",495,"GP72","#F1085CFF",0.196705591316933,0.0995056280417214
"b","CD4",FALSE,"CD4.X",887,"GP72","#F1085CFF",0.305021650396095,0.117255992503575
"b","CD4",FALSE,"CD4.Y",616,"GP72","#F1085CFF",0.344989871663938,0.0880463126718887
"b","CD4",FALSE,"CD4.wN",1162,"GP72","#F1085CFF",2.28930870418865e-07,2.37714858709506e-07
"b","CD4",FALSE,"CD4.wZ",468,"GP72","#F1085CFF",0.00388052914405595,0.00377469747871782
"b","CD4",FALSE,"CD4.P",1035,"GP72","#F1085CFF",0.0695795388219449,0.0312653961243435
"b","CD4",FALSE,"CD4.A",27164,"GP79","#FE8F42FF",0.0256255552398502,0.0322849736823008
"b","CD4",FALSE,"CD4.B",25938,"GP79","#FE8F42FF",0.0263042482677478,0.0359294347793753
"b","CD4",FALSE,"CD4.C",38133,"GP79","#FE8F42FF",0.0268665829720001,0.0356912389127262
"b","CD4",FALSE,"CD4.D",4945,"GP79","#FE8F42FF",0.0249876815372509,0.0278942514493494
"b","CD4",FALSE,"CD4.E",3414,"GP79","#FE8F42FF",0.0295311677648732,0.0344009607684489
"b","CD4",FALSE,"CD4.F",4265,"GP79","#FE8F42FF",0.0313294647970963,0.0373145062597502
"b","CD4",FALSE,"CD4.G",6666,"GP79","#FE8F42FF",0.0565692304457934,0.0392582240938757
"b","CD4",FALSE,"CD4.H",1958,"GP79","#FE8F42FF",0.0402859873716484,0.0319425971996264
"b","CD4",FALSE,"CD4.I",1028,"GP79","#FE8F42FF",0.0497818055737409,0.036105375535296
"b","CD4",FALSE,"CD4.Q",3809,"GP79","#FE8F42FF",0.0936430718769206,0.0540273196994672
"b","CD4",FALSE,"CD4.R",512,"GP79","#FE8F42FF",0.0777661232214029,0.039966172644552
"b","CD4",FALSE,"CD4.S",300,"GP79","#FE8F42FF",0.0667454433207916,0.0407343414576354
"b","CD4",FALSE,"CD4.T",495,"GP79","#FE8F42FF",0.118852447683593,0.0601227823361508
"b","CD4",FALSE,"CD4.X",887,"GP79","#FE8F42FF",0.214362029918879,0.0824047491074129
"b","CD4",FALSE,"CD4.Y",616,"GP79","#FE8F42FF",0.200756633826033,0.0512359428627551
"b","CD4",FALSE,"CD4.wN",1162,"GP79","#FE8F42FF",0.0315268049624403,0.0327364761838212
"b","CD4",FALSE,"CD4.wZ",468,"GP79","#FE8F42FF",0.0303600041101648,0.0295320114124233
"b","CD4",FALSE,"CD4.P",1035,"GP79","#FE8F42FF",0.080606229906672,0.0362202128785475
"b","CD4",FALSE,"CD4.A",27164,"GP80","#DD00FFFF",0.0637024625140265,0.0802570834666184
"b","CD4",FALSE,"CD4.B",25938,"GP80","#DD00FFFF",0.0623978364257265,0.0852303008780954
"b","CD4",FALSE,"CD4.C",38133,"GP80","#DD00FFFF",0.0660406275527422,0.0877324748885182
"b","CD4",FALSE,"CD4.D",4945,"GP80","#DD00FFFF",0.0545905689239105,0.0609405500088716
"b","CD4",FALSE,"CD4.E",3414,"GP80","#DD00FFFF",0.0536496579708709,0.0624966744895182
"b","CD4",FALSE,"CD4.F",4265,"GP80","#DD00FFFF",0.0597669122907609,0.0711845171069197
"b","CD4",FALSE,"CD4.G",6666,"GP80","#DD00FFFF",0.287860396876778,0.199770933408215
"b","CD4",FALSE,"CD4.H",1958,"GP80","#DD00FFFF",0.098531642847743,0.0781253429354418
"b","CD4",FALSE,"CD4.I",1028,"GP80","#DD00FFFF",0.128269810937131,0.0930305689066739
"b","CD4",FALSE,"CD4.Q",3809,"GP80","#DD00FFFF",0.121404714704616,0.070044384522006
"b","CD4",FALSE,"CD4.R",512,"GP80","#DD00FFFF",0.337589040020105,0.173496392740827
"b","CD4",FALSE,"CD4.S",300,"GP80","#DD00FFFF",0.296699491872448,0.181073910231627
"b","CD4",FALSE,"CD4.T",495,"GP80","#DD00FFFF",0.100706963918769,0.050943695224028
"b","CD4",FALSE,"CD4.X",887,"GP80","#DD00FFFF",0.156975230575082,0.0603441966681931
"b","CD4",FALSE,"CD4.Y",616,"GP80","#DD00FFFF",0.0771920687801218,0.0197005117594442
"b","CD4",FALSE,"CD4.wN",1162,"GP80","#DD00FFFF",0.0491036348405625,0.050987722175216
"b","CD4",FALSE,"CD4.wZ",468,"GP80","#DD00FFFF",0.14326046219238,0.139353393664328
"b","CD4",FALSE,"CD4.P",1035,"GP80","#DD00FFFF",0.153807926841217,0.069113216919426
"b","CD4",FALSE,"CD4.A",27164,"GP152","#201A01FF",1.4396014739367e-05,1.81371663029455e-05
"b","CD4",FALSE,"CD4.B",25938,"GP152","#201A01FF",0.000305047159538657,0.000416669273788612
"b","CD4",FALSE,"CD4.C",38133,"GP152","#201A01FF",8.18996212596917e-05,0.000108800547962793
"b","CD4",FALSE,"CD4.D",4945,"GP152","#201A01FF",2.97534182021383e-05,3.32143391362992e-05
"b","CD4",FALSE,"CD4.E",3414,"GP152","#201A01FF",3.82322339498305e-05,4.45368632446265e-05
"b","CD4",FALSE,"CD4.F",4265,"GP152","#201A01FF",0.000503169706221833,0.00059929300657161
"b","CD4",FALSE,"CD4.G",6666,"GP152","#201A01FF",0.00305009407816428,0.00211672097860191
"b","CD4",FALSE,"CD4.H",1958,"GP152","#201A01FF",0.00424974277742418,0.0033696039391805
"b","CD4",FALSE,"CD4.I",1028,"GP152","#201A01FF",0.00717605711815575,0.00520459702350401
"b","CD4",FALSE,"CD4.Q",3809,"GP152","#201A01FF",0.0212567900018365,0.0122640935009385
"b","CD4",FALSE,"CD4.R",512,"GP152","#201A01FF",0.00825454732472581,0.00424224134901739
"b","CD4",FALSE,"CD4.S",300,"GP152","#201A01FF",0.00187395973276951,0.00114366632139386
"b","CD4",FALSE,"CD4.T",495,"GP152","#201A01FF",0.012705654154818,0.00642729109981958
"b","CD4",FALSE,"CD4.X",887,"GP152","#201A01FF",0.015921540887827,0.00612053628509352
"b","CD4",FALSE,"CD4.Y",616,"GP152","#201A01FF",0.159822034120211,0.0407888519165368
"b","CD4",FALSE,"CD4.wN",1162,"GP152","#201A01FF",5.74785458422183e-05,5.96839752485596e-05
"b","CD4",FALSE,"CD4.wZ",468,"GP152","#201A01FF",0.00116791511242651,0.00113606316730944
"b","CD4",FALSE,"CD4.P",1035,"GP152","#201A01FF",0.0139787786060665,0.00628133008428803
"b","CD4",FALSE,"CD4.A",27164,"GP161","#720055FF",7.06095139904826e-05,8.89590988201397e-05
"b","CD4",FALSE,"CD4.B",25938,"GP161","#720055FF",0.000115410312483317,0.000157640973162533
"b","CD4",FALSE,"CD4.C",38133,"GP161","#720055FF",8.24644421904583e-05,0.000109550891197878
"b","CD4",FALSE,"CD4.D",4945,"GP161","#720055FF",9.56290838316227e-05,0.000106752669562142
"b","CD4",FALSE,"CD4.E",3414,"GP161","#720055FF",2.6967071272865e-09,3.14140357836194e-09
"b","CD4",FALSE,"CD4.F",4265,"GP161","#720055FF",0.000878565867410982,0.00104640317896999
"b","CD4",FALSE,"CD4.G",6666,"GP161","#720055FF",0.00202261678717231,0.00140366666580224
"b","CD4",FALSE,"CD4.H",1958,"GP161","#720055FF",0.00156023183566987,0.00123710154116541
"b","CD4",FALSE,"CD4.I",1028,"GP161","#720055FF",0.000984598179992317,0.000714102002333625
"b","CD4",FALSE,"CD4.Q",3809,"GP161","#720055FF",0.008698560746685,0.00501862992068518
"b","CD4",FALSE,"CD4.R",512,"GP161","#720055FF",0.00342036054833376,0.00175781837281686
"b","CD4",FALSE,"CD4.S",300,"GP161","#720055FF",3.93000805920219e-05,2.39846021316234e-05
"b","CD4",FALSE,"CD4.T",495,"GP161","#720055FF",0.00465669553020016,0.00235563925880004
"b","CD4",FALSE,"CD4.X",887,"GP161","#720055FF",0.0616737457249429,0.023708534318795
"b","CD4",FALSE,"CD4.Y",616,"GP161","#720055FF",0.427107883325942,0.109003994982718
"b","CD4",FALSE,"CD4.wN",1162,"GP161","#720055FF",2.1344182880867e-09,2.21631508608331e-09
"b","CD4",FALSE,"CD4.wZ",468,"GP161","#720055FF",2.05929717220989e-09,2.00313502496899e-09
"b","CD4",FALSE,"CD4.P",1035,"GP161","#720055FF",0.0360614467100135,0.0162041231559569
"b","CD4",FALSE,"CD4.A",27164,"GP162","#766C95FF",4.04729713688476e-05,5.09908489106907e-05
"b","CD4",FALSE,"CD4.B",25938,"GP162","#766C95FF",5.98502716403672e-05,8.17505373862783e-05
"b","CD4",FALSE,"CD4.C",38133,"GP162","#766C95FF",3.42586060323324e-05,4.55112618523632e-05
"b","CD4",FALSE,"CD4.D",4945,"GP162","#766C95FF",2.16346496601224e-08,2.41511945291275e-08
"b","CD4",FALSE,"CD4.E",3414,"GP162","#766C95FF",2.00221024827303e-08,2.33238173137725e-08
"b","CD4",FALSE,"CD4.F",4265,"GP162","#766C95FF",0.00121639955266719,0.00144877510727742
"b","CD4",FALSE,"CD4.G",6666,"GP162","#766C95FF",0.0025905634876312,0.00179781342481389
"b","CD4",FALSE,"CD4.H",1958,"GP162","#766C95FF",0.00113041611695492,0.000896302388191393
"b","CD4",FALSE,"CD4.I",1028,"GP162","#766C95FF",0.0015472282559402,0.00112216213485453
"b","CD4",FALSE,"CD4.Q",3809,"GP162","#766C95FF",0.0105464792786415,0.00608478551878225
"b","CD4",FALSE,"CD4.R",512,"GP162","#766C95FF",0.00214054119334834,0.00110008362693578
"b","CD4",FALSE,"CD4.S",300,"GP162","#766C95FF",0.000281058473815822,0.000171528291256539
"b","CD4",FALSE,"CD4.T",495,"GP162","#766C95FF",0.0106169594165041,0.00537070251821444
"b","CD4",FALSE,"CD4.X",887,"GP162","#766C95FF",0.0519370809378425,0.0199655793783719
"b","CD4",FALSE,"CD4.Y",616,"GP162","#766C95FF",0.256259644821602,0.0654010991810472
"b","CD4",FALSE,"CD4.wN",1162,"GP162","#766C95FF",2.37115417349078e-08,2.46213443516164e-08
"b","CD4",FALSE,"CD4.wZ",468,"GP162","#766C95FF",0.0019694517160557,0.00191573987749562
"b","CD4",FALSE,"CD4.P",1035,"GP162","#766C95FF",0.0304410655909549,0.0136786186034357
"b","CD4",FALSE,"CD4.A",27164,"GP170","#02AD24FF",0.039214541918367,0.0494053862227791
"b","CD4",FALSE,"CD4.B",25938,"GP170","#02AD24FF",0.0423297001420655,0.0578188810037061
"b","CD4",FALSE,"CD4.C",38133,"GP170","#02AD24FF",0.0395678182521143,0.0525643493987806
"b","CD4",FALSE,"CD4.D",4945,"GP170","#02AD24FF",0.0410224446375011,0.0457941799874308
"b","CD4",FALSE,"CD4.E",3414,"GP170","#02AD24FF",0.0381924879247884,0.0444905629608361
"b","CD4",FALSE,"CD4.F",4265,"GP170","#02AD24FF",0.0476067207736906,0.0567012967448043
"b","CD4",FALSE,"CD4.G",6666,"GP170","#02AD24FF",0.120248428335138,0.0834506623002546
"b","CD4",FALSE,"CD4.H",1958,"GP170","#02AD24FF",0.0848217905232715,0.0672548562218618
"b","CD4",FALSE,"CD4.I",1028,"GP170","#02AD24FF",0.073679842688993,0.053437965116132
"b","CD4",FALSE,"CD4.Q",3809,"GP170","#02AD24FF",0.227625370623795,0.131328334535686
"b","CD4",FALSE,"CD4.R",512,"GP170","#02AD24FF",0.150824055477186,0.0775126750627803
"b","CD4",FALSE,"CD4.S",300,"GP170","#02AD24FF",0.120261573167714,0.0733949126999066
"b","CD4",FALSE,"CD4.T",495,"GP170","#02AD24FF",0.107237190613676,0.054247080268557
"b","CD4",FALSE,"CD4.X",887,"GP170","#02AD24FF",0.217404564910381,0.0835743561162667
"b","CD4",FALSE,"CD4.Y",616,"GP170","#02AD24FF",0.292142898657342,0.0745590149530903
"b","CD4",FALSE,"CD4.wN",1162,"GP170","#02AD24FF",0.0453398953045957,0.0470795694198678
"b","CD4",FALSE,"CD4.wZ",468,"GP170","#02AD24FF",0.0725697282975052,0.0705905716119731
"b","CD4",FALSE,"CD4.P",1035,"GP170","#02AD24FF",0.126593829683216,0.0568846287135076
"b","CD4",FALSE,"CD4.A",27164,"GP177","#C8FF00FF",0.00013143692876829,0.000165593984069767
"b","CD4",FALSE,"CD4.B",25938,"GP177","#C8FF00FF",0.000384653622018347,0.000525405139287105
"b","CD4",FALSE,"CD4.C",38133,"GP177","#C8FF00FF",0.000156568069888274,0.000207994756694985
"b","CD4",FALSE,"CD4.D",4945,"GP177","#C8FF00FF",4.31744880630023e-05,4.81965493449623e-05
"b","CD4",FALSE,"CD4.E",3414,"GP177","#C8FF00FF",0.000156256468554341,0.000182023707540213
"b","CD4",FALSE,"CD4.F",4265,"GP177","#C8FF00FF",0.00371588120844869,0.00442574660981754
"b","CD4",FALSE,"CD4.G",6666,"GP177","#C8FF00FF",0.011064193510915,0.00767838955641667
"b","CD4",FALSE,"CD4.H",1958,"GP177","#C8FF00FF",0.0103268324001652,0.00818810383529722
"b","CD4",FALSE,"CD4.I",1028,"GP177","#C8FF00FF",0.0277349868842759,0.0201154238055902
"b","CD4",FALSE,"CD4.Q",3809,"GP177","#C8FF00FF",0.0508582093960946,0.0293426164190419
"b","CD4",FALSE,"CD4.R",512,"GP177","#C8FF00FF",0.0306530842987685,0.0157534721858865
"b","CD4",FALSE,"CD4.S",300,"GP177","#C8FF00FF",0.0117358366683757,0.00716231032945642
"b","CD4",FALSE,"CD4.T",495,"GP177","#C8FF00FF",0.130465543821583,0.0659973912732078
"b","CD4",FALSE,"CD4.X",887,"GP177","#C8FF00FF",0.200464704805447,0.0770623589944348
"b","CD4",FALSE,"CD4.Y",616,"GP177","#C8FF00FF",0.181540176005817,0.0463316300331512
"b","CD4",FALSE,"CD4.wN",1162,"GP177","#C8FF00FF",9.50950879486484e-08,9.87438494176019e-08
"b","CD4",FALSE,"CD4.wZ",468,"GP177","#C8FF00FF",0.00219346094058283,0.00213363981424195
"b","CD4",FALSE,"CD4.P",1035,"GP177","#C8FF00FF",0.0436413324842603,0.0196101263477222
"c","Treg",TRUE,"Treg.A",8101,"GP2","#0000FFFF",0.022040433447953,0.052681062794949
"c","Treg",TRUE,"Treg.B",2510,"GP2","#0000FFFF",0.0303371031313582,0.0428857082343205
"c","Treg",TRUE,"Treg.C",974,"GP2","#0000FFFF",0.0167324097457496,0.0159289365266839
"c","Treg",TRUE,"Treg.D",3819,"GP2","#0000FFFF",0.0138765165966651,0.0137729482835736
"c","Treg",TRUE,"Treg.E",1866,"GP2","#0000FFFF",0.0104687092927014,0.00953807608901503
"c","Treg",TRUE,"Treg.F",2941,"GP2","#0000FFFF",0.014293971356493,0.0183648174387475
"c","Treg",TRUE,"Treg.P",1786,"GP2","#0000FFFF",0.0100833816282179,0.0078095086019822
"c","Treg",TRUE,"Treg.A",8101,"GP5","#FF0000FF",0.000249121527159717,0.000595450486346653
"c","Treg",TRUE,"Treg.B",2510,"GP5","#FF0000FF",0.000437290198111535,0.000618170422163837
"c","Treg",TRUE,"Treg.C",974,"GP5","#FF0000FF",0.00163248755119177,0.00155409716703482
"c","Treg",TRUE,"Treg.D",3819,"GP5","#FF0000FF",0.000379622914575606,0.000376789573470179
"c","Treg",TRUE,"Treg.E",1866,"GP5","#FF0000FF",0.000282479486516577,0.000257368005992814
"c","Treg",TRUE,"Treg.F",2941,"GP5","#FF0000FF",0.000298614825331501,0.000383658719815848
"c","Treg",TRUE,"Treg.P",1786,"GP5","#FF0000FF",0.206267871348562,0.159753024828621
"c","Treg",TRUE,"Treg.A",8101,"GP6","#00FF00FF",0.0054592544437686,0.013048714620106
"c","Treg",TRUE,"Treg.B",2510,"GP6","#00FF00FF",0.0385268612348377,0.054463068637346
"c","Treg",TRUE,"Treg.C",974,"GP6","#00FF00FF",0.0946226252751606,0.0900789434934259
"c","Treg",TRUE,"Treg.D",3819,"GP6","#00FF00FF",0.207269763116928,0.205722791326756
"c","Treg",TRUE,"Treg.E",1866,"GP6","#00FF00FF",0.251963255715064,0.229564565931898
"c","Treg",TRUE,"Treg.F",2941,"GP6","#00FF00FF",0.0928809440185742,0.1193329367954
"c","Treg",TRUE,"Treg.P",1786,"GP6","#00FF00FF",0.0578996914071157,0.0448429063550083
"c","Treg",TRUE,"Treg.A",8101,"GP12","#000033FF",0.0357210407568877,0.0853804620339402
"c","Treg",TRUE,"Treg.B",2510,"GP12","#000033FF",0.172159230255323,0.243370979971496
"c","Treg",TRUE,"Treg.C",974,"GP12","#000033FF",0.107069198303306,0.101927844802481
"c","Treg",TRUE,"Treg.D",3819,"GP12","#000033FF",0.0852531126374706,0.0846168203086174
"c","Treg",TRUE,"Treg.E",1866,"GP12","#000033FF",0.0580248041255177,0.0528665933235181
"c","Treg",TRUE,"Treg.F",2941,"GP12","#000033FF",0.0775625513791441,0.099651948407915
"c","Treg",TRUE,"Treg.P",1786,"GP12","#000033FF",0.0867935662692867,0.067221010507018
"c","Treg",TRUE,"Treg.A",8101,"GP15","#FF00B6FF",0.0659653245792017,0.157670374979348
"c","Treg",TRUE,"Treg.B",2510,"GP15","#FF00B6FF",0.0706900407459663,0.0999301894243856
"c","Treg",TRUE,"Treg.C",974,"GP15","#FF00B6FF",0.304511286946438,0.289888966092333
"c","Treg",TRUE,"Treg.D",3819,"GP15","#FF00B6FF",0.0507121198227657,0.0503336265123769
"c","Treg",TRUE,"Treg.E",1866,"GP15","#FF00B6FF",0.0554657190583737,0.0505350023502452
"c","Treg",TRUE,"Treg.F",2941,"GP15","#FF00B6FF",0.0355075900514974,0.045619960521988
"c","Treg",TRUE,"Treg.P",1786,"GP15","#FF00B6FF",0.153584611312837,0.118950208115021
"c","Treg",TRUE,"Treg.A",8101,"GP21","#005300FF",0.000460682291812075,0.00110112320616485
"c","Treg",TRUE,"Treg.B",2510,"GP21","#005300FF",0.00127554305947916,0.00180315725111513
"c","Treg",TRUE,"Treg.C",974,"GP21","#005300FF",0.00816209041883893,0.00777015517682778
"c","Treg",TRUE,"Treg.D",3819,"GP21","#005300FF",0.000739579054509425,0.000734059156591258
"c","Treg",TRUE,"Treg.E",1866,"GP21","#005300FF",0.000655210700261538,0.000596964662853746
"c","Treg",TRUE,"Treg.F",2941,"GP21","#005300FF",0.00046853156282056,0.00060196682929423
"c","Treg",TRUE,"Treg.P",1786,"GP21","#005300FF",0.257533392672508,0.199457812818007
"c","Treg",TRUE,"Treg.A",8101,"GP25","#FFD300FF",0.0624515817788696,0.149271823946007
"c","Treg",TRUE,"Treg.B",2510,"GP25","#FFD300FF",0.0909198063514376,0.128527772445032
"c","Treg",TRUE,"Treg.C",974,"GP25","#FFD300FF",0.152493727311245,0.145171134341561
"c","Treg",TRUE,"Treg.D",3819,"GP25","#FFD300FF",0.163750075044438,0.162527915367489
"c","Treg",TRUE,"Treg.E",1866,"GP25","#FFD300FF",0.198146078394807,0.180531555479072
"c","Treg",TRUE,"Treg.F",2941,"GP25","#FFD300FF",0.254661896010492,0.327188232870884
"c","Treg",TRUE,"Treg.P",1786,"GP25","#FFD300FF",0.307695119588772,0.238307719752659
"c","Treg",TRUE,"Treg.A",8101,"GP27","#009FFFFF",0.00616175777102313,0.0147278386710985
"c","Treg",TRUE,"Treg.B",2510,"GP27","#009FFFFF",0.077751798768562,0.109912965066051
"c","Treg",TRUE,"Treg.C",974,"GP27","#009FFFFF",0.163533431238827,0.155680722966744
"c","Treg",TRUE,"Treg.D",3819,"GP27","#009FFFFF",0.281762037494137,0.279659087613797
"c","Treg",TRUE,"Treg.E",1866,"GP27","#009FFFFF",0.204096115355807,0.18595265407678
"c","Treg",TRUE,"Treg.F",2941,"GP27","#009FFFFF",0.108201019131832,0.139016086816201
"c","Treg",TRUE,"Treg.P",1786,"GP27","#009FFFFF",0.097632456696075,0.0756156553935178
"c","Treg",TRUE,"Treg.A",8101,"GP68","#9A4D42FF",0.217070204042553,0.518841386539983
"c","Treg",TRUE,"Treg.B",2510,"GP68","#9A4D42FF",0.217437691464472,0.307378372777153
"c","Treg",TRUE,"Treg.C",974,"GP68","#9A4D42FF",0.169087266540386,0.160967868771948
"c","Treg",TRUE,"Treg.D",3819,"GP68","#9A4D42FF",0.117503668349917,0.116626671833659
"c","Treg",TRUE,"Treg.E",1866,"GP68","#9A4D42FF",0.106922902639038,0.097417814604949
"c","Treg",TRUE,"Treg.F",2941,"GP68","#9A4D42FF",0.168510383541031,0.216501233497898
"c","Treg",TRUE,"Treg.P",1786,"GP68","#9A4D42FF",0.0948106583671538,0.0734301923082866
"c","Treg",TRUE,"Treg.A",8101,"GP152","#00FFBEFF",0.00275354192987983,0.00658151826546755
"c","Treg",TRUE,"Treg.B",2510,"GP152","#00FFBEFF",0.00785887774244763,0.0111096150628643
"c","Treg",TRUE,"Treg.C",974,"GP152","#00FFBEFF",0.0325965848800593,0.0310313301808201
"c","Treg",TRUE,"Treg.D",3819,"GP152","#00FFBEFF",0.085664059496475,0.0850247000381545
"c","Treg",TRUE,"Treg.E",1866,"GP152","#00FFBEFF",0.211545051775163,0.192739404989768
"c","Treg",TRUE,"Treg.F",2941,"GP152","#00FFBEFF",0.0253854823959938,0.0326151311045684
"c","Treg",TRUE,"Treg.P",1786,"GP152","#00FFBEFF",0.0188664851922422,0.0146119609304151
"c","Treg",TRUE,"Treg.A",8101,"GP196","#783FC1FF",4.19397627297008e-05,0.000100244456588663
"c","Treg",TRUE,"Treg.B",2510,"GP196","#783FC1FF",5.00885938982683e-10,7.08071833519305e-10
"c","Treg",TRUE,"Treg.C",974,"GP196","#783FC1FF",5.04357611834616e-10,4.80138874659356e-10
"c","Treg",TRUE,"Treg.D",3819,"GP196","#783FC1FF",0.000609136315292088,0.000604589985514143
"c","Treg",TRUE,"Treg.E",1866,"GP196","#783FC1FF",5.33318083436593e-10,4.85907891530844e-10
"c","Treg",TRUE,"Treg.F",2941,"GP196","#783FC1FF",0.000563535205022992,0.000724026997287447
"c","Treg",TRUE,"Treg.P",1786,"GP196","#783FC1FF",5.02863466505631e-10,3.89464240479449e-10
"d","gdT",FALSE,"gdT.A",2231,"GP1","#0000FFFF",0.421964828323509,0.209994743770767
"d","gdT",FALSE,"gdT.B",5563,"GP1","#0000FFFF",0.502096314862556,0.214129368145217
"d","gdT",FALSE,"gdT.C",1319,"GP1","#0000FFFF",0.508188813175109,0.209759743616827
"d","gdT",FALSE,"gdT.D",4354,"GP1","#0000FFFF",0.465485144644789,0.18178893193497
"d","gdT",FALSE,"gdT.E",636,"GP1","#0000FFFF",0.377359103322152,0.139105194102069
"d","gdT",FALSE,"gdT.F",6349,"GP1","#0000FFFF",0.428456385901579,0.199085540684091
"d","gdT",FALSE,"gdT.G",1411,"GP1","#0000FFFF",0.362590603104608,0.267410116859328
"d","gdT",FALSE,"gdT.H",567,"GP1","#0000FFFF",0.333072882459929,0.214973044355095
"d","gdT",FALSE,"gdT.I",3705,"GP1","#0000FFFF",0.364116193470033,0.20024407689434
"d","gdT",FALSE,"gdT.K",2112,"GP1","#0000FFFF",0.362726023907384,0.25956197712841
"d","gdT",FALSE,"gdT.Q",945,"GP1","#0000FFFF",0.355973334237887,0.170242007996255
"d","gdT",FALSE,"gdT.R",1479,"GP1","#0000FFFF",0.42564234407304,0.138990036043348
"d","gdT",FALSE,"gdT.S",1526,"GP1","#0000FFFF",0.417705357291166,0.139682196931072
"d","gdT",FALSE,"gdT.T",218,"GP1","#0000FFFF",0.444132517723741,0.14189925352941
"d","gdT",FALSE,"gdT.U",1518,"GP1","#0000FFFF",0.327219184534199,0.142301137220781
"d","gdT",FALSE,"gdT.V",1883,"GP1","#0000FFFF",0.340876274415596,0.155751857457137
"d","gdT",FALSE,"gdT.Z",3331,"GP1","#0000FFFF",0.385142572298382,0.126073181774513
"d","gdT",FALSE,"gdT.P",2313,"GP1","#0000FFFF",0.466108870276778,0.155144104479262
"d","gdT",FALSE,"gdT.A",2231,"GP2","#FF0000FF",0.00809663657657136,0.00402936692628464
"d","gdT",FALSE,"gdT.B",5563,"GP2","#FF0000FF",0.00687001483561783,0.00292986005344772
"d","gdT",FALSE,"gdT.C",1319,"GP2","#FF0000FF",0.00778418964718371,0.00321299796911387
"d","gdT",FALSE,"gdT.D",4354,"GP2","#FF0000FF",0.0471369080878542,0.0184086823706196
"d","gdT",FALSE,"gdT.E",636,"GP2","#FF0000FF",0.194511807977099,0.0717025309992314
"d","gdT",FALSE,"gdT.F",6349,"GP2","#FF0000FF",0.00654599542175188,0.00304164689974867
"d","gdT",FALSE,"gdT.G",1411,"GP2","#FF0000FF",0.00862931532451499,0.00636410927251418
"d","gdT",FALSE,"gdT.H",567,"GP2","#FF0000FF",0.0138186559634726,0.00891888441779942
"d","gdT",FALSE,"gdT.I",3705,"GP2","#FF0000FF",0.0138064687935685,0.00759280594579262
"d","gdT",FALSE,"gdT.K",2112,"GP2","#FF0000FF",0.0282965097528247,0.0202486106129288
"d","gdT",FALSE,"gdT.Q",945,"GP2","#FF0000FF",0.00816791334866233,0.00390625318211742
"d","gdT",FALSE,"gdT.R",1479,"GP2","#FF0000FF",0.0115094685698528,0.00375832309364669
"d","gdT",FALSE,"gdT.S",1526,"GP2","#FF0000FF",0.00697228375774257,0.00233155715125158
"d","gdT",FALSE,"gdT.T",218,"GP2","#FF0000FF",0.00996700824680125,0.00318443476598193
"d","gdT",FALSE,"gdT.U",1518,"GP2","#FF0000FF",0.0058258134498769,0.00253353079017578
"d","gdT",FALSE,"gdT.V",1883,"GP2","#FF0000FF",0.0117660357256267,0.00537609114132452
"d","gdT",FALSE,"gdT.Z",3331,"GP2","#FF0000FF",0.00471696668079294,0.00154405937059384
"d","gdT",FALSE,"gdT.P",2313,"GP2","#FF0000FF",0.061177072586827,0.020362758030136
"d","gdT",FALSE,"gdT.A",2231,"GP3","#00FF00FF",0.221026287564371,0.109995799432126
"d","gdT",FALSE,"gdT.B",5563,"GP3","#00FF00FF",0.410421819947251,0.175032881893133
"d","gdT",FALSE,"gdT.C",1319,"GP3","#00FF00FF",0.394669632266817,0.162903627020827
"d","gdT",FALSE,"gdT.D",4354,"GP3","#00FF00FF",0.386344695169914,0.150881699022371
"d","gdT",FALSE,"gdT.E",636,"GP3","#00FF00FF",0.232185247253622,0.0855900218187633
"d","gdT",FALSE,"gdT.F",6349,"GP3","#00FF00FF",0.244111151127181,0.11342811569235
"d","gdT",FALSE,"gdT.G",1411,"GP3","#00FF00FF",0.00287061986002704,0.00211707856093302
"d","gdT",FALSE,"gdT.H",567,"GP3","#00FF00FF",0.00203195190381484,0.00131146938027523
"d","gdT",FALSE,"gdT.I",3705,"GP3","#00FF00FF",0.0200580816617375,0.0110308525648049
