"panel","lineage","drawn_in_4c","cluster","n_cells","gp","color","mean_loading","proportion"
"a","CD8",FALSE,"CD8.H",1366,"GP118","#FE8F42FF",0.00146720306911707,0.00125163186615969
"a","CD8",FALSE,"CD8.I",198,"GP118","#FE8F42FF",0.00135562250916975,0.00098114895065098
"a","CD8",FALSE,"CD8.J",1203,"GP118","#FE8F42FF",0.00840745347285796,0.00542764767163287
"a","CD8",FALSE,"CD8.K",214,"GP118","#FE8F42FF",0.29524090186251,0.150950077767592
"a","CD8",FALSE,"CD8.Q",2445,"GP118","#FE8F42FF",0.0013316915980232,0.00119611451454558
"a","CD8",FALSE,"CD8.R",1006,"GP118","#FE8F42FF",0.00139917166181956,0.00120911624063265
"a","CD8",FALSE,"CD8.T",901,"GP118","#FE8F42FF",0.00149811531473367,0.00142977207920572
"a","CD8",FALSE,"CD8.wV",481,"GP118","#FE8F42FF",0.00350798847899211,0.00379636296691786
"a","CD8",FALSE,"CD8.wY",234,"GP118","#FE8F42FF",0.00152924302334939,0.00110757967476248
"a","CD8",FALSE,"CD8.P",2393,"GP118","#FE8F42FF",0.119503992556281,0.0703344130899734
"b","CD4",FALSE,"CD4.A",27164,"GP1","#0000FFFF",0.355804137536267,0.4482684222408
"b","CD4",FALSE,"CD4.B",25938,"GP1","#0000FFFF",0.340568222024792,0.465188117014957
"b","CD4",FALSE,"CD4.C",38133,"GP1","#0000FFFF",0.33007124782054,0.438487163643481
"b","CD4",FALSE,"CD4.D",4945,"GP1","#0000FFFF",0.33487292694448,0.373825383273098
"b","CD4",FALSE,"CD4.E",3414,"GP1","#0000FFFF",0.355633117343427,0.414278264073415
"b","CD4",FALSE,"CD4.F",4265,"GP1","#0000FFFF",0.356554843328279,0.424669493062979
"b","CD4",FALSE,"CD4.G",6666,"GP1","#0000FFFF",0.370414482273416,0.257062269331049
"b","CD4",FALSE,"CD4.H",1958,"GP1","#0000FFFF",0.344727008483948,0.273332657190485
"b","CD4",FALSE,"CD4.I",1028,"GP1","#0000FFFF",0.362612552131664,0.262992919152611
"b","CD4",FALSE,"CD4.Q",3809,"GP1","#0000FFFF",0.379673647234609,0.219052505534716
"b","CD4",FALSE,"CD4.R",512,"GP1","#0000FFFF",0.42255941819511,0.21716503228644
"b","CD4",FALSE,"CD4.S",300,"GP1","#0000FFFF",0.352052434547671,0.214855477263562
"b","CD4",FALSE,"CD4.T",495,"GP1","#0000FFFF",0.383322949830771,0.193908015579793
"b","CD4",FALSE,"CD4.X",887,"GP1","#0000FFFF",0.449967171198036,0.172975745112968
"b","CD4",FALSE,"CD4.Y",616,"GP1","#0000FFFF",0.508547891806612,0.129788641256842
"b","CD4",FALSE,"CD4.wN",1162,"GP1","#0000FFFF",0.269703073024964,0.280051474841925
"b","CD4",FALSE,"CD4.wZ",468,"GP1","#0000FFFF",0.407876016743396,0.396752224986914
"b","CD4",FALSE,"CD4.P",1035,"GP1","#0000FFFF",0.448009943937382,0.201312175993173
"b","CD4",FALSE,"CD4.A",27164,"GP2","#FF0000FF",0.0141589306741595,0.0178384702265454
"b","CD4",FALSE,"CD4.B",25938,"GP2","#FF0000FF",0.0188433346672287,0.025738441831172
"b","CD4",FALSE,"CD4.C",38133,"GP2","#FF0000FF",0.0412224458478055,0.0547624595526081
"b","CD4",FALSE,"CD4.D",4945,"GP2","#FF0000FF",0.0236283297756434,0.0263767797387439
"b","CD4",FALSE,"CD4.E",3414,"GP2","#FF0000FF",0.0349748400186193,0.0407423136444488
"b","CD4",FALSE,"CD4.F",4265,"GP2","#FF0000FF",0.0227029264643026,0.0270399924528996
"b","CD4",FALSE,"CD4.G",6666,"GP2","#FF0000FF",0.0154303607534964,0.010708446191266
"b","CD4",FALSE,"CD4.H",1958,"GP2","#FF0000FF",0.0240427848085872,0.0190634272808832
"b","CD4",FALSE,"CD4.I",1028,"GP2","#FF0000FF",0.0295984133462253,0.0214669158098613
"b","CD4",FALSE,"CD4.Q",3809,"GP2","#FF0000FF",0.0136634530502698,0.00788312185140443
"b","CD4",FALSE,"CD4.R",512,"GP2","#FF0000FF",0.00481041325833176,0.00247220510435856
"b","CD4",FALSE,"CD4.S",300,"GP2","#FF0000FF",0.00905116826648827,0.00552387339740385
"b","CD4",FALSE,"CD4.T",495,"GP2","#FF0000FF",0.011069434580621,0.00559959192129293
"b","CD4",FALSE,"CD4.X",887,"GP2","#FF0000FF",0.00881569247721688,0.00338891606441718
"b","CD4",FALSE,"CD4.Y",616,"GP2","#FF0000FF",0.0236298517186452,0.00603067360434536
"b","CD4",FALSE,"CD4.wN",1162,"GP2","#FF0000FF",0.000576635001317913,0.000598760261621525
"b","CD4",FALSE,"CD4.wZ",468,"GP2","#FF0000FF",0.00487294214618445,0.00474004491405903
"b","CD4",FALSE,"CD4.P",1035,"GP2","#FF0000FF",0.0150835356711062,0.00677774997790104
"b","CD4",FALSE,"CD4.A",27164,"GP4","#00FF00FF",0.17918296619785,0.225747980633727
"b","CD4",FALSE,"CD4.B",25938,"GP4","#00FF00FF",0.127480691138164,0.174128115400064
"b","CD4",FALSE,"CD4.C",38133,"GP4","#00FF00FF",0.127210854601663,0.168994806991715
"b","CD4",FALSE,"CD4.D",4945,"GP4","#00FF00FF",0.144405665165287,0.161202948293787
"b","CD4",FALSE,"CD4.E",3414,"GP4","#00FF00FF",0.164531621233821,0.191663461882009
"b","CD4",FALSE,"CD4.F",4265,"GP4","#00FF00FF",0.145041527729924,0.172749615400502
"b","CD4",FALSE,"CD4.G",6666,"GP4","#00FF00FF",0.141176254758072,0.0979742697991504
"b","CD4",FALSE,"CD4.H",1958,"GP4","#00FF00FF",0.186323599910359,0.147735232248756
"b","CD4",FALSE,"CD4.I",1028,"GP4","#00FF00FF",0.164918773332431,0.119611054186605
"b","CD4",FALSE,"CD4.Q",3809,"GP4","#00FF00FF",0.168266533618405,0.0970812856125803
"b","CD4",FALSE,"CD4.R",512,"GP4","#00FF00FF",0.130968199708102,0.0673081987844237
"b","CD4",FALSE,"CD4.S",300,"GP4","#00FF00FF",0.127456211916097,0.077785757330789
"b","CD4",FALSE,"CD4.T",495,"GP4","#00FF00FF",0.196468567815843,0.099385727167635
"b","CD4",FALSE,"CD4.X",887,"GP4","#00FF00FF",0.153700149929488,0.0590851947870817
"b","CD4",FALSE,"CD4.Y",616,"GP4","#00FF00FF",0.164939673806181,0.0420949462136235
"b","CD4",FALSE,"CD4.wN",1162,"GP4","#00FF00FF",0.392783012419232,0.407853943550277
"b","CD4",FALSE,"CD4.wZ",468,"GP4","#00FF00FF",0.110310443507878,0.107302003806167
"b","CD4",FALSE,"CD4.P",1035,"GP4","#00FF00FF",0.184865869499295,0.0830690277289353
"b","CD4",FALSE,"CD4.A",27164,"GP5","#000033FF",0.00011856951813524,0.000149382666509656
"b","CD4",FALSE,"CD4.B",25938,"GP5","#000033FF",0.000144492818938167,0.000197365279603614
"b","CD4",FALSE,"CD4.C",38133,"GP5","#000033FF",0.000504557484524286,0.000670285526973355
"b","CD4",FALSE,"CD4.D",4945,"GP5","#000033FF",0.000192725559216877,0.00021514341782761
"b","CD4",FALSE,"CD4.E",3414,"GP5","#000033FF",0.00076747578075961,0.000894035225252781
"b","CD4",FALSE,"CD4.F",4265,"GP5","#000033FF",0.000851361169465911,0.00101400141665645
"b","CD4",FALSE,"CD4.G",6666,"GP5","#000033FF",0.00210670548940298,0.00146202300351304
"b","CD4",FALSE,"CD4.H",1958,"GP5","#000033FF",0.00293605560295158,0.00232798666731427
"b","CD4",FALSE,"CD4.I",1028,"GP5","#000033FF",0.00521744959686821,0.00378407281255326
"b","CD4",FALSE,"CD4.Q",3809,"GP5","#000033FF",0.00314190547258474,0.00181272066401185
"b","CD4",FALSE,"CD4.R",512,"GP5","#000033FF",0.00492385322759734,0.00253050505822862
"b","CD4",FALSE,"CD4.S",300,"GP5","#000033FF",0.000268327367614926,0.00016375857393474
"b","CD4",FALSE,"CD4.T",495,"GP5","#000033FF",0.000845829801508156,0.000427872055145941
"b","CD4",FALSE,"CD4.X",887,"GP5","#000033FF",0.000476573215498282,0.000183203603125566
"b","CD4",FALSE,"CD4.Y",616,"GP5","#000033FF",0.00113300522572181,0.00028915901757244
"b","CD4",FALSE,"CD4.wN",1162,"GP5","#000033FF",0.00031672494620114,0.00032887755896889
"b","CD4",FALSE,"CD4.wZ",468,"GP5","#000033FF",0.00485022201982563,0.00471794442196141
"b","CD4",FALSE,"CD4.P",1035,"GP5","#000033FF",0.207530754580001,0.0932534385795786
"b","CD4",FALSE,"CD4.A",27164,"GP6","#FF00B6FF",0.000207360772202608,0.000261248468985053
"b","CD4",FALSE,"CD4.B",25938,"GP6","#FF00B6FF",0.000351457569556197,0.000480062068094535
"b","CD4",FALSE,"CD4.C",38133,"GP6","#FF00B6FF",0.000264950728358033,0.000351977017538208
"b","CD4",FALSE,"CD4.D",4945,"GP6","#FF00B6FF",0.000204730968991745,0.000228545298210686
"b","CD4",FALSE,"CD4.E",3414,"GP6","#FF00B6FF",0.000334037930591884,0.000389121955384842
"b","CD4",FALSE,"CD4.F",4265,"GP6","#FF00B6FF",0.00572513157900404,0.00681883522512136
"b","CD4",FALSE,"CD4.G",6666,"GP6","#FF00B6FF",0.0216539457010085,0.0150275237288476
"b","CD4",FALSE,"CD4.H",1958,"GP6","#FF00B6FF",0.0192228428048215,0.0152417146707015
"b","CD4",FALSE,"CD4.I",1028,"GP6","#FF00B6FF",0.0331052111190373,0.0240102998646274
"b","CD4",FALSE,"CD4.Q",3809,"GP6","#FF00B6FF",0.100641907332716,0.0580652940323811
"b","CD4",FALSE,"CD4.R",512,"GP6","#FF00B6FF",0.0586861687487592,0.0301604536127205
"b","CD4",FALSE,"CD4.S",300,"GP6","#FF00B6FF",0.0200658360031791,0.0122460586778633
"b","CD4",FALSE,"CD4.T",495,"GP6","#FF00B6FF",0.269873311046926,0.136518301933553
"b","CD4",FALSE,"CD4.X",887,"GP6","#FF00B6FF",0.343574569736287,0.132076451363706
"b","CD4",FALSE,"CD4.Y",616,"GP6","#FF00B6FF",0.56129799333449,0.143251215999099
"b","CD4",FALSE,"CD4.wN",1162,"GP6","#FF00B6FF",0.000580533884079544,0.000602808742995445
"b","CD4",FALSE,"CD4.wZ",468,"GP6","#FF00B6FF",0.00878733205153516,0.00854767968703285
"b","CD4",FALSE,"CD4.P",1035,"GP6","#FF00B6FF",0.0979177595457645,0.0439991065137815
"b","CD4",FALSE,"CD4.A",27164,"GP10","#005300FF",0.000234983103878951,0.00029604912960948
"b","CD4",FALSE,"CD4.B",25938,"GP10","#005300FF",0.000279470978584462,0.000381734318942327
"b","CD4",FALSE,"CD4.C",38133,"GP10","#005300FF",0.000367192447533479,0.000487801272887009
"b","CD4",FALSE,"CD4.D",4945,"GP10","#005300FF",0.000220174443847837,0.000245785159789895
"b","CD4",FALSE,"CD4.E",3414,"GP10","#005300FF",0.00017929928136768,0.000208866360898788
"b","CD4",FALSE,"CD4.F",4265,"GP10","#005300FF",0.000239625770440476,0.000285402810708958
"b","CD4",FALSE,"CD4.G",6666,"GP10","#005300FF",0.00159425256359565,0.00110638811789825
"b","CD4",FALSE,"CD4.H",1958,"GP10","#005300FF",0.00121310430383349,0.000961865518673044
"b","CD4",FALSE,"CD4.I",1028,"GP10","#005300FF",0.000816407635237604,0.000592118022245565
"b","CD4",FALSE,"CD4.Q",3809,"GP10","#005300FF",0.00180959763117027,0.00104404637510328
"b","CD4",FALSE,"CD4.R",512,"GP10","#005300FF",0.0520209508738953,0.0267350128518128
"b","CD4",FALSE,"CD4.S",300,"GP10","#005300FF",0.233007720026654,0.142203206055779
"b","CD4",FALSE,"CD4.T",495,"GP10","#005300FF",0.00161605176440848,0.000817497076157361
"b","CD4",FALSE,"CD4.X",887,"GP10","#005300FF",0.000227067426337862,8.72889396733109e-05
"b","CD4",FALSE,"CD4.Y",616,"GP10","#005300FF",0.0046564185521175,0.00118838411630325
"b","CD4",FALSE,"CD4.wN",1162,"GP10","#005300FF",0.000200542442221357,0.000208237177584158
"b","CD4",FALSE,"CD4.wZ",468,"GP10","#005300FF",0.00740610829565859,0.00720412533263802
"b","CD4",FALSE,"CD4.P",1035,"GP10","#005300FF",0.00635760132004753,0.00285677265238274
"b","CD4",FALSE,"CD4.A",27164,"GP12","#FFD300FF",0.023694640002223,0.0298522635596883
"b","CD4",FALSE,"CD4.B",25938,"GP12","#FFD300FF",0.0253659425325162,0.034647786492986
"b","CD4",FALSE,"CD4.C",38133,"GP12","#FFD300FF",0.0266121251443651,0.035353201316773
"b","CD4",FALSE,"CD4.D",4945,"GP12","#FFD300FF",0.0251346510938943,0.0280583165212649
"b","CD4",FALSE,"CD4.E",3414,"GP12","#FFD300FF",0.0657858578211689,0.0766341762047319
"b","CD4",FALSE,"CD4.F",4265,"GP12","#FFD300FF",0.0483819787014802,0.0576246564953388
"b","CD4",FALSE,"CD4.G",6666,"GP12","#FFD300FF",0.0969605647089695,0.0672892232688402
"b","CD4",FALSE,"CD4.H",1958,"GP12","#FFD300FF",0.230655665795958,0.182885948812987
"b","CD4",FALSE,"CD4.I",1028,"GP12","#FFD300FF",0.224258515760112,0.162648538661642
"b","CD4",FALSE,"CD4.Q",3809,"GP12","#FFD300FF",0.0598038618546666,0.0345038057693318
"b","CD4",FALSE,"CD4.R",512,"GP12","#FFD300FF",0.059437046763412,0.03054635069908
"b","CD4",FALSE,"CD4.S",300,"GP12","#FFD300FF",0.0451937644250725,0.027581481824893
"b","CD4",FALSE,"CD4.T",495,"GP12","#FFD300FF",0.060607761240227,0.0306590845030664
"b","CD4",FALSE,"CD4.X",887,"GP12","#FFD300FF",0.0608438172653162,0.023389494391255
"b","CD4",FALSE,"CD4.Y",616,"GP12","#FFD300FF",0.0567263501372634,0.014477369833587
"b","CD4",FALSE,"CD4.wN",1162,"GP12","#FFD300FF",0.0376233769839469,0.0390669712981461
"b","CD4",FALSE,"CD4.wZ",468,"GP12","#FFD300FF",0.0286983697336887,0.0279156939313286
"b","CD4",FALSE,"CD4.P",1035,"GP12","#FFD300FF",0.0542511900724333,0.0243776399865519
"b","CD4",FALSE,"CD4.A",27164,"GP13","#009FFFFF",4.66166248232932e-05,5.87310788582355e-05
"b","CD4",FALSE,"CD4.B",25938,"GP13","#009FFFFF",0.000112245560537888,0.000153318182887033
"b","CD4",FALSE,"CD4.C",38133,"GP13","#009FFFFF",6.67535088578502e-05,8.86795107286749e-05
"b","CD4",FALSE,"CD4.D",4945,"GP13","#009FFFFF",1.01845959652759e-05,1.13692693074353e-05
"b","CD4",FALSE,"CD4.E",3414,"GP13","#009FFFFF",1.64189483114618e-05,1.91264903988538e-05
"b","CD4",FALSE,"CD4.F",4265,"GP13","#009FFFFF",0.000433850165467484,0.000516730969391808
"b","CD4",FALSE,"CD4.G",6666,"GP13","#009FFFFF",0.00459398248824758,0.00318815710565098
"b","CD4",FALSE,"CD4.H",1958,"GP13","#009FFFFF",0.000600966053193893,0.000476503564148249
"b","CD4",FALSE,"CD4.I",1028,"GP13","#009FFFFF",0.000563037602859718,0.000408355700590861
"b","CD4",FALSE,"CD4.Q",3809,"GP13","#009FFFFF",0.0100708228854263,0.0058103558198387
"b","CD4",FALSE,"CD4.R",512,"GP13","#009FFFFF",0.00272476545776307,0.0014003327180247
"b","CD4",FALSE,"CD4.S",300,"GP13","#009FFFFF",0.00034129363729084,0.000208289448193578
"b","CD4",FALSE,"CD4.T",495,"GP13","#009FFFFF",0.0120237965098498,0.00608236611449831
"b","CD4",FALSE,"CD4.X",887,"GP13","#009FFFFF",0.0462608351600308,0.0177835249848322
"b","CD4",FALSE,"CD4.Y",616,"GP13","#009FFFFF",0.128748509671778,0.0328584473623143
"b","CD4",FALSE,"CD4.wN",1162,"GP13","#009FFFFF",6.19640283429333e-08,6.43415639649722e-08
"b","CD4",FALSE,"CD4.wZ",468,"GP13","#009FFFFF",0.00282504947790199,0.00274800336387732
"b","CD4",FALSE,"CD4.P",1035,"GP13","#009FFFFF",0.0136742706060949,0.00614450015693672
"b","CD4",FALSE,"CD4.A",27164,"GP16","#9A4D42FF",0.0060907982158308,0.0076736390006686
"b","CD4",FALSE,"CD4.B",25938,"GP16","#9A4D42FF",0.00580135204709368,0.00792416866988817
"b","CD4",FALSE,"CD4.C",38133,"GP16","#9A4D42FF",0.00867977961145779,0.0115307587922591
"b","CD4",FALSE,"CD4.D",4945,"GP16","#9A4D42FF",0.168756149964014,0.188385884208696
"b","CD4",FALSE,"CD4.E",3414,"GP16","#9A4D42FF",0.0143426180745005,0.0167077660330327
"b","CD4",FALSE,"CD4.F",4265,"GP16","#9A4D42FF",0.0108257402489452,0.0128938414652757
"b","CD4",FALSE,"CD4.G",6666,"GP16","#9A4D42FF",0.0236043471296697,0.016381073984985
"b","CD4",FALSE,"CD4.H",1958,"GP16","#9A4D42FF",0.00986485686065474,0.00782180528988664
"b","CD4",FALSE,"CD4.I",1028,"GP16","#9A4D42FF",0.0133805613996324,0.00970455347368213
"b","CD4",FALSE,"CD4.Q",3809,"GP16","#9A4D42FF",0.0141164759664422,0.00814449317800296
"b","CD4",FALSE,"CD4.R",512,"GP16","#9A4D42FF",0.0157841400821347,0.00811190839194064
"b","CD4",FALSE,"CD4.S",300,"GP16","#9A4D42FF",0.00464901097987172,0.00283726335870181
"b","CD4",FALSE,"CD4.T",495,"GP16","#9A4D42FF",0.00470994026639597,0.00238257367830286
"b","CD4",FALSE,"CD4.X",887,"GP16","#9A4D42FF",0.00719957047967178,0.00276764872623666
"b","CD4",FALSE,"CD4.Y",616,"GP16","#9A4D42FF",0.00613858067267324,0.00156665293001498
"b","CD4",FALSE,"CD4.wN",1162,"GP16","#9A4D42FF",0.00495936339881057,0.00514965223991127
"b","CD4",FALSE,"CD4.wZ",468,"GP16","#9A4D42FF",0.00679449139322683,0.00660918874181594
"b","CD4",FALSE,"CD4.P",1035,"GP16","#9A4D42FF",0.0136186179199129,0.00611949275809037
"b","CD4",FALSE,"CD4.A",27164,"GP21","#00FFBEFF",0.000126440636441484,0.000159299284705393
"b","CD4",FALSE,"CD4.B",25938,"GP21","#00FFBEFF",0.000193355627481586,0.000264107848135804
"b","CD4",FALSE,"CD4.C",38133,"GP21","#00FFBEFF",0.000552372006812359,0.000733805310648861
"b","CD4",FALSE,"CD4.D",4945,"GP21","#00FFBEFF",0.000145567231925515,0.000162499628629524
"b","CD4",FALSE,"CD4.E",3414,"GP21","#00FFBEFF",0.00283963297335113,0.00330789839707057
"b","CD4",FALSE,"CD4.F",4265,"GP21","#00FFBEFF",0.00327566153113708,0.0039014293253987
"b","CD4",FALSE,"CD4.G",6666,"GP21","#00FFBEFF",0.00204226078121877,0.00141729931228333
"b","CD4",FALSE,"CD4.H",1958,"GP21","#00FFBEFF",0.00330407365526346,0.00261978669938852
"b","CD4",FALSE,"CD4.I",1028,"GP21","#00FFBEFF",0.00402370317951361,0.00291828134123635
"b","CD4",FALSE,"CD4.Q",3809,"GP21","#00FFBEFF",0.00383487220178066,0.0022125274438297
"b","CD4",FALSE,"CD4.R",512,"GP21","#00FFBEFF",0.00543853190156627,0.0027950127369996
"b","CD4",FALSE,"CD4.S",300,"GP21","#00FFBEFF",8.3113893359208e-05,5.07239077834223e-05
"b","CD4",FALSE,"CD4.T",495,"GP21","#00FFBEFF",0.00347464851833834,0.00175768813040207
"b","CD4",FALSE,"CD4.X",887,"GP21","#00FFBEFF",0.00169076804589082,0.000649962666770739
"b","CD4",FALSE,"CD4.Y",616,"GP21","#00FFBEFF",0.00405108430941835,0.00103389422433446
"b","CD4",FALSE,"CD4.wN",1162,"GP21","#00FFBEFF",0.000518800553957895,0.000538706729052611
"b","CD4",FALSE,"CD4.wZ",468,"GP21","#00FFBEFF",0.00592060160649626,0.00575913209948872
"b","CD4",FALSE,"CD4.P",1035,"GP21","#00FFBEFF",0.261686223198363,0.117588066364127
"b","CD4",FALSE,"CD4.A",27164,"GP25","#783FC1FF",0.0481750916609973,0.0606945508832931
"b","CD4",FALSE,"CD4.B",25938,"GP25","#783FC1FF",0.0401458890108611,0.0548359750179347
"b","CD4",FALSE,"CD4.C",38133,"GP25","#783FC1FF",0.0445374789890065,0.0591663556479738
"b","CD4",FALSE,"CD4.D",4945,"GP25","#783FC1FF",0.0386257481466234,0.0431186994925857
"b","CD4",FALSE,"CD4.E",3414,"GP25","#783FC1FF",0.0450003614967074,0.0524210787307787
"b","CD4",FALSE,"CD4.F",4265,"GP25","#783FC1FF",0.0436592522359608,0.0519997213934457
"b","CD4",FALSE,"CD4.G",6666,"GP25","#783FC1FF",0.161646319092564,0.112180197059016
"b","CD4",FALSE,"CD4.H",1958,"GP25","#783FC1FF",0.110973646251845,0.0879905573442939
"b","CD4",FALSE,"CD4.I",1028,"GP25","#783FC1FF",0.0990730789436526,0.0718549815434066
"b","CD4",FALSE,"CD4.Q",3809,"GP25","#783FC1FF",0.142031572506789,0.0819450389808668
"b","CD4",FALSE,"CD4.R",512,"GP25","#783FC1FF",0.348747902061594,0.179231242163592
"b","CD4",FALSE,"CD4.S",300,"GP25","#783FC1FF",0.145271108927357,0.088658081519296
"b","CD4",FALSE,"CD4.T",495,"GP25","#783FC1FF",0.183244675165747,0.0926962795800266
"b","CD4",FALSE,"CD4.X",887,"GP25","#783FC1FF",0.152526027883179,0.058633840446557
"b","CD4",FALSE,"CD4.Y",616,"GP25","#783FC1FF",0.0909637132888132,0.0232152309382133
"b","CD4",FALSE,"CD4.wN",1162,"GP25","#783FC1FF",0.102921212805705,0.106870259635823
"b","CD4",FALSE,"CD4.wZ",468,"GP25","#783FC1FF",0.0717727882759459,0.0698153661236501
"b","CD4",FALSE,"CD4.P",1035,"GP25","#783FC1FF",0.222562503581245,0.100007918343641
"b","CD4",FALSE,"CD4.A",27164,"GP26","#1F9698FF",0.0369792470175278,0.0465891960419105
"b","CD4",FALSE,"CD4.B",25938,"GP26","#1F9698FF",0.0404672349797845,0.0552749071217731
"b","CD4",FALSE,"CD4.C",38133,"GP26","#1F9698FF",0.0396521173074039,0.0526763375040633
"b","CD4",FALSE,"CD4.D",4945,"GP26","#1F9698FF",0.0387142131802614,0.0432174547888341
"b","CD4",FALSE,"CD4.E",3414,"GP26","#1F9698FF",0.0523512753128725,0.0609841839833566
"b","CD4",FALSE,"CD4.F",4265,"GP26","#1F9698FF",0.0508683563585589,0.0605860206696086
"b","CD4",FALSE,"CD4.G",6666,"GP26","#1F9698FF",0.100778516681017,0.0699388264703887
"b","CD4",FALSE,"CD4.H",1958,"GP26","#1F9698FF",0.0722453622481431,0.0572830568739541
"b","CD4",FALSE,"CD4.I",1028,"GP26","#1F9698FF",0.126970321186603,0.092088084701725
"b","CD4",FALSE,"CD4.Q",3809,"GP26","#1F9698FF",0.21854299229333,0.126088261267516
"b","CD4",FALSE,"CD4.R",512,"GP26","#1F9698FF",0.18234325986897,0.0937112704428599
"b","CD4",FALSE,"CD4.S",300,"GP26","#1F9698FF",0.186826065952023,0.1140188211366
"b","CD4",FALSE,"CD4.T",495,"GP26","#1F9698FF",0.0939257111403625,0.0475133259492789
"b","CD4",FALSE,"CD4.X",887,"GP26","#1F9698FF",0.10428391284512,0.0400886746463141
"b","CD4",FALSE,"CD4.Y",616,"GP26","#1F9698FF",0.0995337816233325,0.0254024340365569
"b","CD4",FALSE,"CD4.wN",1162,"GP26","#1F9698FF",0.0268367099193794,0.027866424021544
"b","CD4",FALSE,"CD4.wZ",468,"GP26","#1F9698FF",0.112064950060969,0.109008660609013
"b","CD4",FALSE,"CD4.P",1035,"GP26","#1F9698FF",0.109604847967489,0.049250671201218
"b","CD4",FALSE,"CD4.A",27164,"GP36","#FFACFDFF",2.3127166411033e-05,2.91373182722404e-05
"b","CD4",FALSE,"CD4.B",25938,"GP36","#FFACFDFF",3.94326508478694e-05,5.38617504820906e-05
"b","CD4",FALSE,"CD4.C",38133,"GP36","#FFACFDFF",2.75679907836475e-05,3.66230326509492e-05
"b","CD4",FALSE,"CD4.D",4945,"GP36","#FFACFDFF",3.05386483036593e-05,3.40909072910827e-05
"b","CD4",FALSE,"CD4.E",3414,"GP36","#FFACFDFF",4.34906981069167e-09,5.06624665600969e-09
"b","CD4",FALSE,"CD4.F",4265,"GP36","#FFACFDFF",0.00124898064622192,0.00148758034787987
"b","CD4",FALSE,"CD4.G",6666,"GP36","#FFACFDFF",0.000558725906491589,0.000387747661957663
"b","CD4",FALSE,"CD4.H",1958,"GP36","#FFACFDFF",0.000867425091987705,0.000687777863270438
"b","CD4",FALSE,"CD4.I",1028,"GP36","#FFACFDFF",0.001135929573457,0.000823858503295176
"b","CD4",FALSE,"CD4.Q",3809,"GP36","#FFACFDFF",0.00528777503703422,0.00305077894924462
"b","CD4",FALSE,"CD4.R",512,"GP36","#FFACFDFF",0.00127257188363412,0.00065401006887182
"b","CD4",FALSE,"CD4.S",300,"GP36","#FFACFDFF",3.45701852603625e-09,2.1097975540911e-09
"b","CD4",FALSE,"CD4.T",495,"GP36","#FFACFDFF",0.00623864338612752,0.00315588450795355
"b","CD4",FALSE,"CD4.X",887,"GP36","#FFACFDFF",0.0418701612645528,0.0160956683205421
"b","CD4",FALSE,"CD4.Y",616,"GP36","#FFACFDFF",0.326405795153758,0.0833033925297938
"b","CD4",FALSE,"CD4.wN",1162,"GP36","#FFACFDFF",3.28976238920251e-09,3.41598929015681e-09
"b","CD4",FALSE,"CD4.wZ",468,"GP36","#FFACFDFF",0.000448097842541059,0.00043587710172194
"b","CD4",FALSE,"CD4.P",1035,"GP36","#FFACFDFF",0.0307641151012869,0.0138237801132604
"b","CD4",FALSE,"CD4.A",27164,"GP56","#B1CC71FF",2.35630855029938e-05,2.96865214516384e-05
"b","CD4",FALSE,"CD4.B",25938,"GP56","#B1CC71FF",5.59944605146369e-05,7.64838172369944e-05
"b","CD4",FALSE,"CD4.C",38133,"GP56","#B1CC71FF",8.68287818502098e-06,1.15348751299954e-05
"b","CD4",FALSE,"CD4.D",4945,"GP56","#B1CC71FF",6.21352697274612e-06,6.93628512540117e-06
"b","CD4",FALSE,"CD4.E",3414,"GP56","#B1CC71FF",1.09546636863015e-09,1.27611260991944e-09
"b","CD4",FALSE,"CD4.F",4265,"GP56","#B1CC71FF",0.000184129844993843,0.000219305190756607
"b","CD4",FALSE,"CD4.G",6666,"GP56","#B1CC71FF",3.80240164227604e-05,2.63881149860143e-05
"b","CD4",FALSE,"CD4.H",1958,"GP56","#B1CC71FF",0.000557742644048866,0.000442231897050277
"b","CD4",FALSE,"CD4.I",1028,"GP56","#B1CC71FF",0.000519967064247593,0.000377117822551369
"b","CD4",FALSE,"CD4.Q",3809,"GP56","#B1CC71FF",0.0007628169200108,0.000440106809650099
"b","CD4",FALSE,"CD4.R",512,"GP56","#B1CC71FF",0.00153771338753356,0.000790273658737447
"b","CD4",FALSE,"CD4.S",300,"GP56","#B1CC71FF",1.09480923219628e-09,6.68155470642637e-10
"b","CD4",FALSE,"CD4.T",495,"GP56","#B1CC71FF",0.0674604328985881,0.0341255817823952
"b","CD4",FALSE,"CD4.X",887,"GP56","#B1CC71FF",0.00613415334474223,0.00235808257437743
"b","CD4",FALSE,"CD4.Y",616,"GP56","#B1CC71FF",0.00169347780727777,0.000432199576768239
"b","CD4",FALSE,"CD4.wN",1162,"GP56","#B1CC71FF",1.0921707976988e-09,1.13407696562108e-09
"b","CD4",FALSE,"CD4.wZ",468,"GP56","#B1CC71FF",8.15834914630087e-06,7.93585070742547e-06
"b","CD4",FALSE,"CD4.P",1035,"GP56","#B1CC71FF",0.00481143548279308,0.00216200680319546
"b","CD4",FALSE,"CD4.A",27164,"GP72","#F1085CFF",6.4148056007525e-05,8.08184751740743e-05
