"gp","CD4.A","CD4.B","CD4.C","CD4.D","CD4.E","CD4.F","CD4.G","CD4.H","CD4.I","CD4.P","CD4.Q","CD4.R","CD4.S","CD4.T","CD4.wN","CD4.wZ","CD4.X","CD4.Y","CD8.A","CD8.B","CD8.C","CD8.D","CD8.E","CD8.F","CD8.G","CD8.H","CD8.I","CD8.J","CD8.K","CD8.P","CD8.Q","CD8.R","CD8.T","CD8.wV","CD8.wY","CD8aa.A","CD8aa.B","CD8aa.C","CD8aa.D","CD8aa.E","CD8aa.P","DN.A","DN.B","DN.C","DN.D","DN.E","DN.H","DN.I","DN.J","DN.P","gdT.A","gdT.B","gdT.C","gdT.D","gdT.E","gdT.F","gdT.G","gdT.H","gdT.I","gdT.K","gdT.P","gdT.Q","gdT.R","gdT.S","gdT.T","gdT.U","gdT.V","gdT.Z","Treg.A","Treg.B","Treg.C","Treg.D","Treg.E","Treg.F","Treg.P","Tz.A","Tz.B","Tz.C","Tz.D","Tz.P"
"GP13",-0.0243439361762465,-0.0242783072405319,-0.024323799292212,-0.0243803682051045,-0.0243741338527584,-0.0239567026356023,-0.0197965703128222,-0.0237895867478759,-0.0238275151982101,-0.0107162821949749,-0.0143197299156435,-0.0216657873433067,-0.024049259163779,-0.01236675629122,-0.0243904908370415,-0.0215655033231678,0.021870282358961,0.104357956870708,-0.0243000086831477,-0.0242070661229796,-0.0241063862223041,-0.0242817851920763,-0.0243041357936774,-0.0243904909512735,-0.022888389300519,-0.024068269274853,-0.0243904918699945,-0.0234707518892122,-0.023423803725687,-0.0232616007224531,-0.0207808106211206,-0.0239814527019732,-0.0242016895484471,-0.0219502782750791,-0.0240648196812569,-0.024108776108229,-0.0240916998018343,-0.024260185001529,-0.0242423890934601,-0.0235008844485648,-0.0233959582462923,-0.024220719450259,-0.0241803025657733,-0.0242705476879103,-0.0240790382170295,-0.0236337180821468,-0.0239766050799473,-0.0241177994038957,-0.0177047381885801,-0.0207350477018062,-0.0242919936427418,-0.024317041488395,-0.0242701249550954,-0.0243561307075319,-0.0197219581947946,-0.0243568404172961,-0.0240324818429686,-0.0214535957220974,-0.0240703922253182,-0.0241965806192334,0.007132501549885,0.179188059857251,0.146298445020901,0.275694233928236,0.175537414318171,0.250485311855167,0.253818534525849,-0.0234361852697398,-0.0242063803063049,-0.0238640049653502,-0.0235953278683556,-0.0216584246885501,-0.0148442346911724,-0.0227742106733185,-0.022632831632782,-0.0223083494741931,-0.0238016817029505,-0.0211894778926759,0.159718612699093,1.2264380452591e-05
"GP15",-0.0259504795477431,-0.0360879277481857,-0.0313879972036984,-0.0341854892344633,-0.0457231171327017,0.141366971626082,-0.0285527265352013,-0.00477803146313771,-0.0100087140092598,0.0405630618102847,-0.0313433755041833,-0.0224495165344918,-0.0365687343796172,-0.00892603515641407,-0.0284684874164098,-0.0276521298158876,-0.0175760392232581,-0.0273559402555925,-0.0140883932783703,-0.0302398294963767,-0.03704455620914,0.224419849122405,0.0257042552390061,0.0900469134231147,0.000539831996834883,-0.0294950490083102,-0.0338751587922742,-0.0255296821147922,0.0139234625167338,0.0749305948238111,-0.0240946818522545,-0.0197768245610796,0.00883395213494252,-0.0228552949443641,-0.0365691815440943,-0.00861568744982291,0.00499140641598193,-0.0247943543680971,-0.0365509020346607,-0.0347868408962864,0.0877562628089532,-0.00361041809825612,-0.00459910829527922,0.0150694842999475,-0.0163629641159267,-0.0249007962585037,0.174724960174134,0.00443256686685954,-0.00222928895370819,0.0348902729836026,-0.0350565856590787,-0.026975290136128,-0.026200637899499,-0.0405818396388564,-0.0325158815646622,-0.00904310280775794,-0.00750710222987171,-0.0253774172690405,-0.00962339802844044,-0.0291364164095954,0.0489791191803501,-0.0177501486611146,-0.00678911581423981,-0.0253943110686766,0.0153159027197194,-0.0414372230870778,-0.0338384332904891,-0.0320376141279612,-0.0109562924965925,-0.00623157632982785,0.227589669870644,-0.0262094972530285,-0.0214558980174205,-0.0414140270242967,0.0766629942370431,-0.0205209651997696,-0.0068061759606867,-0.00119374359314708,0.0143625793643717,0.0559823353842802
"GP16",-0.0163637215865266,-0.0166531677552637,-0.0137747401908996,0.146301630161657,-0.00811190172785684,-0.0116287795534121,0.00114982732731233,-0.0125896629417026,-0.00907395840272494,-0.0088359018824445,-0.00833804383591515,-0.00667037972022272,-0.0178055088224857,-0.0177445795359614,-0.0174951564035468,-0.0156600284091306,-0.0152549493226856,-0.0163159391296841,-0.00350203325925792,-0.0173942116905619,0.00184624934513645,-0.00891183571012429,-0.0158759418775959,0.214269568204874,-0.0130658551530543,-0.0101775464315652,-0.0163770116193725,0.0119712905615226,0.000509919817249103,-0.00601204541505353,-0.00921211274375424,0.0474111295694162,-0.0186122329282757,-0.0150833534930076,0.0622057827378811,-0.0192391404658565,-0.0140617461125794,-0.0202649734417541,-0.0198116971809682,-0.0180562663384416,-0.0197309971092228,-0.01400388109674,-0.0185614352494531,-0.0193480650898007,-0.0192892180713747,-0.0197844702115092,0.00336612214626423,0.166876548004987,0.246058428124328,-0.0192517080696914,-0.0180774408006353,-0.0200493120450061,-0.0202754648780836,-0.0194528789433657,-0.018382813382941,-0.0189976857854223,-0.00960552151739749,-0.0088522028888703,-0.0146190973045847,0.0071663531087368,-0.0193483697295527,-0.00715964928212481,-0.014895780312523,-0.0151706616761749,-0.0199556901290022,-0.0202951651856062,-0.0159942216953366,-0.0197399720894722,-0.00437975625476326,-0.0127442248985799,-0.00785503473335954,-0.0077206778706265,-0.0107675376404878,0.0187411717242603,0.0200100636097705,-0.0107150496590764,-0.0102192820962175,-0.00922185103069748,-0.0126103183872437,-0.012834226246766
"GP17",-0.00203985670044654,0.00116039607744747,-0.00065493313528114,0.000758912630747375,-0.000895698188807748,-0.00198526099357583,-0.00342115594930822,0.000813549480511048,-0.000957817513501609,-0.00128928272274067,0.000144081698709702,-0.00538119538778879,-0.00461165226834919,0.00593299438176824,-0.00425639170259867,-0.00364368137010573,0.000888113320505781,0.00426549979904333,-0.00211767428703709,-0.00224096657428746,-0.0019878763829074,-0.00152136117746041,-0.00272368513311949,-0.0009512333806449,-0.00345698418611405,-0.00272607066061346,-0.00615231460353939,-0.00526898293040291,0.00210495939581662,-0.00138972612084438,-0.00369644222602724,0.000822187331048167,-0.00310849798388996,-0.00504882304591087,-0.00228837336890532,-0.00311757796979781,-0.00236368663271753,-0.00387771312449224,0.00444633394018603,0.00203459141645499,-0.000209091820446063,-0.00198882137182719,-0.000232451994565411,-0.001157685285077,-0.00187315193843966,0.00244506278463602,0.00132008452754336,-0.000627351787304786,0.00822568222717609,0.000583453299181927,-0.00383044366370625,-0.003695364577254,-0.00325407859640879,0.00472471031713744,0.00307903985014507,-0.00331041274450909,-0.00185584722753756,-0.00174928901603699,-0.00167003691134191,-0.00238291414367668,0.00158479937720183,-0.00641813892134126,0.0154294540657232,0.0409722005511806,0.00870446191860923,0.0171304270412115,0.00162135759219123,-0.0026939733070676,-0.000358484821082476,-0.00182767610108513,-0.00164813310350832,0.00274815073556819,0.0072026391467919,-0.00329223528397845,-0.00635034233122717,0.00268763370823541,-0.00282238893037155,-0.00329715787869535,-0.00332076867324636,0.00121037953617979
"GP20",-0.0112458036501659,-0.0112422097799413,-0.0110751825681063,-0.0112557101549735,-0.0112350193223925,-0.0108892705053305,-0.0101002564331257,-0.0087875130687699,-0.00755027517127254,0.111808950448659,-0.00962892041853042,-0.00389247855284354,-0.0112557108014794,-0.0104655342554874,-0.011255711795739,-0.0102198680373219,-0.0110145765609155,-0.0110569660238887,-0.0110828096856325,-0.0111824922239223,-0.009258326722724,-0.0111053660622526,-0.0109648439447625,-0.010811825772078,-0.0112557132817579,-0.0110884171385514,-0.0112557097064252,-0.0107703996607191,0.119040391111276,0.094350116686139,-0.0112318914830432,-0.0111448266292437,-0.0112557119076225,-0.0104444143928999,-0.0112557144920438,-0.0112013202289687,-0.0111821691466547,-0.0111921403838289,-0.0110005795812047,-0.0111448804461297,0.0475560575039822,-0.0109481300384198,-0.0107144647753579,-0.0111998056883957,-0.0111654980133955,-0.0112557075210641,-0.00944557370950872,-0.0112557116504107,-0.0107856381840199,0.138550362904395,-0.0109852531828273,-0.0112557111985547,-0.0111674453020169,-0.0112379992650011,-0.00949630120650674,-0.0112092984985742,-0.0112504239485809,-0.0112557107154217,-0.0110410111715683,-0.0112225295497884,0.0595650225036749,-0.0111183749744226,-0.0107365219307762,-0.0102392668005391,-0.0112557019284226,-0.0111429718730562,-0.0109347271909792,-0.0111119657058866,-0.0111787293689202,-0.0111800910155093,-0.010971455947602,-0.0111419899038567,-0.0112557002379335,-0.0112066759457556,0.115623745208183,-0.0111306259497091,-0.0111029906654076,-0.0111039701507917,-0.01121203946153,0.0904219262949505
"GP21",-0.0237894605184346,-0.0237225455273945,-0.0233635291480637,-0.0237703339229506,-0.021076268181525,-0.020640239623739,-0.0218736403736573,-0.0206118274996126,-0.0198921979753625,0.237770322043487,-0.0200810289530954,-0.0184773692533098,-0.0238327872615169,-0.0204412526365377,-0.0233971006009182,-0.0179952995483798,-0.0222251331089853,-0.0198648168454577,-0.0234026785452932,-0.023619118143135,-0.0209026989242283,-0.0166953325289488,-0.0175257727287552,-0.0181008076108096,-0.0222416476371766,-0.0209161587119444,-0.0211830677328996,-0.0212337380143057,0.0271879865512817,0.232875402775739,-0.0219200357581206,-0.0213690508630062,-0.0111980548259191,-0.0170825892224705,-0.0238357912917524,-0.0231228029515031,-0.02188753332133,-0.0234196029353548,-0.0223249292548548,-0.0232062036837103,0.156321979239313,-0.023577811449751,-0.0205824513758204,-0.0226016843879622,-0.0223550367855025,-0.0233308419168166,-0.00802629275292722,-0.0222058565387422,-0.0191546036080435,0.27476639890576,-0.0216132792541212,-0.0234600451435498,-0.0223149779736872,-0.0233386051964411,-0.0167442915615319,-0.0223128682655164,-0.0230633890237566,-0.0236083251559041,-0.0226775075359989,-0.0231006990374211,0.125285339594365,-0.0228052450625771,-0.0208153572045873,-0.0189554834688452,-0.0202750005083404,-0.0229579170885486,-0.0231326248444374,-0.0227426342868552,-0.023455218863064,-0.0226403580953969,-0.0157538107360372,-0.0231763221003667,-0.0232606904546145,-0.0234473695920555,0.233617491517632,-0.0224991221145053,-0.0226083073489299,-0.0227354912207618,-0.0223345534711599,0.250081598461459
"GP22",-0.0370901999280863,-0.0371134073548453,-0.036982200217562,-0.0371685908835089,-0.0371583342559614,-0.0369355780909273,-0.0347333266151663,-0.0367025984482894,-0.0366938878479419,-0.030930773708943,-0.0342368827897198,-0.0351965234438347,-0.0332752457897373,-0.0353204526915279,-0.0370951232407386,0.0942765506083576,-0.0371471553471325,-0.034978099418765,-0.0368168834157575,-0.0369541364722508,-0.0334457055244084,-0.0340215206008411,-0.00550399355949118,-0.0286172855221216,-0.0253314683073576,-0.0180299504526048,-0.0140038753227988,-0.0294705341709818,-0.0328978459994549,-0.0143863398275139,-0.0116433378791249,-0.0304912819863812,0.041180767030649,0.104090818117546,-0.0183129123133318,0.0709782213996998,0.148659082163435,-0.0150147872500308,-0.0202530811530935,0.236232325440128,0.0523417539912444,-0.0331603473453845,0.116380328351041,0.142486750390086,0.240454593780093,0.202989072273152,0.091727623141267,0.15117940677691,-0.000465541639556512,0.0872144559637807,-0.0324452913254909,-0.0283283122399084,-0.0354093515778597,-0.0318354285752818,-0.00101411145499104,-0.0281451214955782,0.0544137028710494,-0.0222851312983824,-0.0231423601191027,-0.0278585809647416,-0.0267337400090406,-0.0370125169556376,-0.036999780105549,-0.0352687727843053,-0.0349569808356036,-0.0361563174565589,-0.0367773560032586,-0.0353496588637807,-0.036777737527647,-0.0372146875789884,-0.0371754859383184,-0.0370178263770605,-0.0369051512392113,-0.0371954758712478,-0.0367801335330763,7.97063032668549e-05,0.0684873953861689,-0.0318519684410915,-0.0363424452179307,-0.0186136213830605
"GP23",-0.0159078899067092,-0.028992711657567,-0.0250134743253728,-0.0271274057468095,-0.0312495527855145,-0.0135597707812165,-0.000877992894764638,-0.019756900823745,-0.0202431489955071,0.00935062087155322,-0.00436656712525321,0.0209979729760584,0.00242979485026026,0.0181511673545032,0.00120969500986851,-0.0145355642243243,0.0488665000286544,-0.00553023584970142,-0.0202528641797379,-0.0164663158458955,-0.0257377781930393,-0.014137409804483,-0.0265109586595001,-0.0283008523318239,-0.0201519135880877,-0.00703608897596982,0.0189686459171193,0.00503233433903172,-0.00764414818889061,-0.00283281255117519,0.00702229750712909,-0.0192862186152123,-0.0225461586864753,-0.014606809725476,-0.0312205488789588,-0.02244689011514,-0.0167808071846323,-0.0192986333546779,-0.0371093360998459,-0.00984842304077472,-0.0194644371697975,-0.0111395169077957,-0.0112918106466559,-0.024997190455097,-0.0166907808887247,0.0202555522644329,-0.0112594637446632,-0.0113994288078465,-0.0177592584459789,0.000558564159177793,-0.0177894182633693,-0.0212853475390756,-0.00971019295136894,-0.0354569977076849,-0.0263464126069172,-0.0228446900916517,-0.0200715475721427,-0.0143433791673376,-0.0220987802759894,-0.00968712007900369,0.00882899725316595,0.0824501136498633,0.215978037923167,-0.0195563118222809,0.193172929572757,0.00594551095936344,0.0573759724629727,0.011640251456944,-0.0155641185459754,-0.0160390721834171,0.00722164929704781,0.0266564489901932,0.0480033076413097,0.0333704651123913,0.033213150917761,-0.013514426653066,0.00279589663466832,-0.00641555838947238,0.0856837175863925,-0.00107815068419488
"GP25",-0.0736561432356807,-0.0816853458858168,-0.0772937559076715,-0.0832054867500545,-0.0768308733999705,-0.0781719826607172,0.039815084195886,-0.0108575886448327,-0.0227581559530253,0.100731268684567,0.0202003376101115,0.226916667164916,0.0234398740306787,0.0614134402690689,-0.0189100220909732,-0.050058446620732,0.0306947929865011,-0.0308675216078648,-0.0675643409750666,-0.0700343234985757,-0.0514769696674697,-0.0668941776612157,-0.0649191500122741,-0.0734254458910534,-0.0126127080781565,-0.0288599649216402,0.033214622977912,0.116864560522169,0.228113686837961,0.0678902900731479,-0.00676478283267316,-0.0136777820902058,-0.0402890826820491,-0.0660263949939738,-0.0530182490985941,-0.0495047676775102,-0.0289696598203744,-0.0405222156266312,-0.0748266560978982,-0.0326335894083595,0.0204626932739718,-0.0614141018046858,-0.0225424046338332,-0.0515493258990773,-0.0220580039613004,-0.0119619134906893,-0.0343905892090305,-0.0215276052566036,-0.00414758938184907,-0.000240204644174541,-0.0404946376148407,-0.0462182579551379,0.0174877668033385,-0.0714916856294446,-0.0674224373344262,-0.042531921745798,-0.0381161592403082,0.00314657815054738,-0.0401971940241537,-0.0352097159982679,0.0286706605141244,0.0502040567967061,0.0858461026050961,-0.0013183612839678,0.101456408864989,0.082645906773808,0.117506970124594,0.00358810533562853,-0.0593796531178084,-0.0309114285452403,0.0306624924145673,0.0419188401477603,0.0763148434981287,0.132830661113814,0.185863884692094,-0.00316577665237809,0.0318950298270362,0.013358722419413,0.0890503250111844,0.0903998774943543
"GP26",-0.0534890977763662,-0.0500011098141095,-0.0508162274864902,-0.0517541316136326,-0.0381170694810215,-0.0395999884353351,0.0103101718871234,-0.018222982545751,0.036501976392709,0.0191365031735948,0.128074647499436,0.0918749150750755,0.0963577211581285,0.00345736634646848,-0.0636316348745147,0.0215966052670751,0.0138155680512256,0.00906543682943843,-0.0438466318756078,-0.0492738513586664,-0.00971211946888727,-0.0284555805026902,-0.0078536706162169,-0.00391969651818734,0.0791889325443505,0.0596147408688827,0.0413052620966976,0.0777033320214074,0.0115041401150916,0.0178906334113381,0.165298941120203,0.14800747616394,-0.0127056161178551,0.0425276808574749,0.0965003064824426,-0.0164392572497001,-0.0363551120742874,-0.0241503395288107,-0.0247297296125068,0.064370094033898,-0.0414431307499659,-0.0187259662770091,-0.0513279241018373,-0.0285857757291913,-0.0221639083023909,-0.00834385864302965,-0.0326931591645586,-0.026121154845391,0.0246989096962556,-0.0389038181316152,0.0246617545130128,-0.0182699755456878,-0.0441026373679533,-0.0201389592180731,-0.0135225169940272,-0.0170371900747527,-0.00225468779971713,-0.00358817192258838,-0.0108055991199818,-0.0478121986412666,-0.0333686035702717,-0.0320154310622596,-0.0370962204359117,-0.00078023095594841,0.00093415867398243,0.0284338005954875,-0.00233529495020529,-0.00474435689101675,-0.0448538407920005,-0.00809806212096055,-0.0250043705115832,0.00671632865676167,0.00999915197605487,-0.0285224213240387,-0.036488339580678,0.0499380151633375,0.0158395477447109,-0.0534465878245279,-0.0294324109347203,0.00977653211819181
"GP27",-0.0151270736119257,-0.0150935544060146,-0.0150826467165326,-0.0151297713603139,-0.0150318006083898,-0.0131103257855259,-0.0135149474470841,0.00326591686872095,0.00503142362317669,-0.000665822559588063,-0.00680121422537132,-0.0114037974750851,-0.0151293033229424,0.0139214651553723,-0.0134868952131676,-0.0118105451165195,-0.0043754278087375,0.0601227454845062,-0.0151104114057507,-0.0150646395109156,-0.0147837552023713,-0.0143651262484529,-0.015120540990586,-0.0151292277159308,-0.015128941844633,-0.0148885046611657,-0.0146841112406347,-0.0142605360023944,-0.0121515195535468,-0.0132094855730688,-0.0139202410995714,-0.0140424726675674,-0.0147099758540109,-0.0151289664643454,-0.0151293737551169,-0.01499715738732,-0.0144656789684425,-0.0150389363216725,-0.0150357104504938,-0.0150124137306567,-0.0146458616910185,-0.0143704538166697,-0.0144094009779186,-0.0150846930310693,-0.0150238905525823,-0.0110163801953222,-0.00888838035351928,-0.0139333698903602,-0.0136368648608033,-0.0143690781968859,-0.0150641992172381,-0.0150547195004534,-0.0150445200419148,-0.0150376140394964,-0.0131283669222777,-0.0147693829872737,-0.0149127117902254,-0.0144130027231795,-0.0150870729464801,-0.0150257049165794,-0.0120871327058713,-0.0146344239975206,-0.0130648409910671,-0.0109030367513618,0.0122780439682315,-0.00998750646181469,-0.0120030085964791,-0.013174625110924,-0.0089721740981183,0.0626178668994206,0.148399499369686,0.266628105624996,0.188962183486665,0.0930670872626905,0.0824985248269336,-0.0146667250399086,-0.0151288602749691,-0.0148357758449784,-0.0133341779944731,-0.0139440537457989
"GP28",-0.000570928169009501,-0.000564910731792894,-0.000594766939231316,-0.000614609837275282,-0.000539593171335545,-0.000324812096433391,0.000176049653611416,0.0167601505573566,0.0219019065966816,9.24192202534065e-05,-0.000516785512446806,-0.000538808066769611,-0.000617964013473919,-0.000585032054554233,-0.000617964476620805,-0.000617966086214681,-0.000597233296945834,-0.000348672421191682,-0.000592385572013258,-0.000598333711920141,-0.000468477401562294,-0.000612575311615706,-0.000591392100749831,-0.000617965839940161,-0.000550580249690884,-0.000565819514890144,-0.000617964873910577,-0.000573675319598835,-0.000603011939359482,-0.000609614327310599,-0.000574236779410139,-0.000617965526700518,-0.000617965458236291,-8.99711721570096e-05,-0.000617965327845828,-0.000587388302684682,-0.00061796580850865,-0.000586769497395684,-0.000617832008830645,-0.000617963251212231,-0.00061796517920182,-0.000221703063197895,-0.000574455816551131,-0.000583446289887338,-0.000617965661701777,-0.000617964208803285,-0.000540331222745556,-0.000617965584922763,-0.000617964586632177,-0.0005320538122037,-0.000617966662815304,-0.000613484490765616,-0.00061796528203083,-0.000615693613967965,-0.00052321254647296,-0.000609833177520366,-0.000485435602112174,-0.000617965294776443,-0.000617966193027193,-0.00061796495289117,-0.000399488339963575,-0.00055150344583573,-0.000617963204159423,-0.00059943821437633,-0.000617922584301848,-0.000594204344973266,-0.000617965567826998,-0.000374460708184305,-0.000571335916150706,0.00127845523592997,0.000145371355097989,-0.000617960419907474,-0.000601475435505201,-0.00053276025927848,0.000851355278629029,-0.000616123520172945,-0.000617965361963883,-0.000479224855362568,-0.000609528640466734,-0.000509217668063967
"GP29",-0.0774889285747544,-0.0735473655031824,-0.0739904600049173,-0.0747323980125422,-0.0611944423807212,-0.0733830160900402,-0.070530577058042,-0.0452468760682239,-0.0528977183496684,-0.0530730331807336,-0.00993271534763587,-0.0704527461419059,-0.0611541834000699,-0.0551522582974651,-0.081176329793123,0.0323997654488299,-0.0621483125230002,-0.0551211955358986,-0.0637842108647777,-0.0639772391542994,-0.0397752948298889,-0.0560280536708674,-0.0573045028513535,-0.0586500008743879,-0.0510697282175835,-0.040590071774614,-0.0454255106888348,-0.0531166285195463,-0.0519599899467832,-0.044617107268429,0.0306084374135128,-0.0197720606115429,0.328001351953324,0.0170388197841218,-0.0522342507599771,0.355702544858612,0.0767074194393982,0.0383142856513501,0.0179535407792226,0.0803065960371941,0.126420715031475,-0.0335068143672631,0.0707466638074068,-0.00233249255435189,0.0370126699582635,0.107155146706028,0.061813451526557,0.0495693671541946,-0.0202981660960688,0.0945892149250931,0.135160734143699,0.0342906902781726,0.0525481545760463,0.0278588699140263,0.104131295342363,0.260148723887571,0.0208330436248062,-0.00488946050416933,0.412576950551109,0.0320519963958481,0.0484697103416738,-0.052633669966329,-0.0514528714213849,-0.0130860424356243,-0.0467905129566365,-0.0582815338943773,-0.0634387426276965,0.0159721644511937,-0.0674139503799917,-0.0369891398438203,-0.0626392621619805,-0.0416439188843124,-0.0444610705184764,-0.0634469518336114,-0.0710318503102993,-0.0170967728693133,-0.0320438195194725,-0.0512113764000479,-0.0431028285366407,-0.0410638696044173
"GP30",-0.0529073837029995,-0.0508554104101468,-0.0528935627675188,-0.0505225387631729,-0.0464480211616618,-0.0490304898991362,-0.0210404721309807,-0.0284261842405102,-0.0303489788987819,0.00225742071631949,0.0285069386446116,-0.0125238251253542,-0.00532078597586146,0.0372758318703595,-0.0489531602083375,0.0171890309944061,-0.035759112729435,-0.0401871616710561,-0.0515601656062232,-0.0528436417785345,-0.0393652344149132,-0.0475692391693023,-0.00612953346065866,-0.00463326715013385,0.0103973481834317,-0.0138558449899288,-0.0321032706887784,-0.0271528989037308,-0.0232933690341027,-0.0297961460376881,0.0195201494746801,-0.0146819774215959,-0.0345082691254409,0.00855169426653131,0.040242095619979,-0.030730065540657,-0.00971548705791042,-0.0313804635965235,-0.0315143402780121,0.0948691451740102,-0.028337536179904,-0.0422487597274793,-0.0232363236614839,0.0156658472610408,0.0590194330144307,0.0140417330086212,-0.00435559933917647,0.0301103991271354,0.292335443864315,-0.0150598854434785,-0.0374736061262488,-0.0278462797889397,-0.049529692971458,-0.0308812176164798,-0.0171404299972014,-0.0407945935026424,0.056995980353329,0.169607810092341,-0.0221646822011911,-0.028385564330562,-0.0323417061209032,-0.0137578698432196,-0.0283272601800256,0.0357051412398308,-0.0411434886175422,-0.0291200496250536,-0.0389072059883908,-0.0381319695142797,-0.0410122824005989,-0.0300573089074336,-0.0427522228572362,-0.0155108908553884,-0.0186653522754496,-0.0379425605456394,-0.0451701004937581,0.332331149382777,0.186968126041806,0.104864050409157,0.0700954585926589,0.199794513718477
"GP32",-0.0759609216504421,-0.051534644456848,-0.0627529011979658,-0.0612664885423393,0.030970022618204,-0.0334509808107279,-0.0259122122476214,-0.0393844201692493,-0.0256213542374634,0.00656043098767226,-0.0168393662505935,0.156592648630857,-0.0417630436394579,-0.0252394853175117,-0.0848967487390949,-0.0521768982594077,0.066441116282598,0.130656714479242,-0.0588720773924042,-0.059907060233361,0.0813507197749875,-0.0309317012810801,0.0344323270368874,0.0348883942226237,0.0109708180332104,-0.00437299090694038,0.152038958261197,0.214022797289261,0.171288290411735,0.0861447618002591,0.00678701612167384,0.0284530303455463,-0.0320668744943499,-0.0680390917613498,0.147189394854643,-0.045691303129765,0.0413552578638748,-0.0129145478065041,-0.0633120376842956,-0.0647550357621471,0.00270012118270005,0.0372884535705503,0.0460509962134279,0.0214820723789285,0.0298686458884243,0.00518856220653779,0.0324368874742692,0.0333887974152543,-0.0470130417356944,-0.00594286446812667,-0.00384982552340626,-0.0226127149480209,0.0889286625295295,-0.0617043028836724,-0.0521380834513766,-0.0441376937692459,0.041880910279574,-0.0522853739069618,-0.0559094382255083,-0.0361524244665114,0.00148601121058362,-0.0892574262284129,-0.0869501392728194,0.0713774697706525,-0.015492579462897,-0.000105639055096307,0.00256155080022891,-0.0548504592890867,-0.0459617433513639,-0.0427384716909438,-0.00199287762013878,-0.00700220122676615,-0.0223098486082691,0.0332425186075049,0.0628593495236944,-0.0327160402736567,0.00428116945171786,-0.0338450747824406,-0.0644186992942593,0.0018842719875434
"GP36",-0.0068873348125212,-0.00687102932808436,-0.00688289398814858,-0.00687992333062857,-0.00691045762986242,-0.00566148133271031,-0.00635173607244064,-0.00604303688694453,-0.00577453240547523,0.0238536531223546,-0.00162268694189801,-0.00563789009529811,-0.0069104585219137,-0.000671818592804707,-0.00691045868916984,-0.00646236413639117,0.0349596992856206,0.319495333174825,-0.00688505919044763,-0.00684160116726275,-0.00683997661125889,-0.00675557021871947,-0.00689148493991502,-0.00691045853669839,-0.00690394167902992,-0.00682404721212359,-0.00691045851603842,-0.00685516234450276,-0.0059945893658992,-0.00668549819194275,-0.00548162159772853,-0.00681585834269804,-0.00691045833375208,-0.00668496573217459,-0.00691045872274072,-0.00687596103890131,-0.00687870090168253,-0.00683952301237688,-0.00680420639681696,-0.00687129071392768,-0.00691045819120649,-0.00674721401188614,-0.00683419285364158,-0.00677138547095073,-0.00684348944155103,-0.00667778090048111,-0.00679840888795058,-0.00691045860067706,-0.00667407343638323,-0.00654251392487304,-0.00686089353392913,-0.00690250055814725,-0.00691045849784396,-0.00685974365884049,-0.00677783772103285,-0.00689465782295292,-0.0068517315611654,-0.00688381893350933,-0.00686335704881683,-0.00690373895966288,-0.00482487657076634,-0.00488894020772715,0.0100030301504058,0.0112689276178251,0.0302513792807475,0.0223542439981877,0.00185862648566139,-0.00684300921346646,-0.00686451262552233,-0.0062553496088817,-0.00547545295983324,-0.00550986814605683,0.000154668347386557,-0.00652071419225919,-0.00603210067691003,-0.00683522566517951,-0.00691045850912149,-0.0068702383058654,-0.0029583167268151,-0.00614278850817853
"GP37",-0.000422558172444148,-0.000426695939710204,-0.000440563068786234,-0.00045140979394303,-0.000451359905744841,-0.000453636817389814,-0.000303593544080031,-0.000382556832699124,-0.000434229215954064,7.00119740140023e-05,-5.7137376691872e-05,-0.000292851533907988,-0.000453634439003145,-0.000417144164176384,-0.000449052224196473,0.00739794865015903,-0.000453638809829024,-0.000453633891761992,-0.000423789678796041,-0.000431776439316749,-0.000433287821417983,-0.00042497533137325,-0.000406327784563927,-0.000413856590676287,-2.79873923233915e-05,-0.000133857594552376,-0.000142045536541366,-0.000368856000565041,-0.000410735430562682,-0.000389949987498678,0.00149230619703899,-0.000190654687524286,-8.19272108235803e-05,0.0111117939248666,-0.00041758603053416,-0.000206158917651843,-0.000380733890517905,0.000313433921750408,-0.000339859930534227,0.0062636587838032,-0.000198065261446386,-0.000408319762696124,-0.00044841858635774,-0.000382536981458443,-0.000123105344468435,-0.000360133061223989,-0.000358492465624757,-0.000453627930723627,-0.000453644117270629,-0.000317366379443608,-0.000318811062507651,-0.000404612608340321,-0.000421944145670443,-0.000115051265122242,-0.000438583610088853,-0.00045018794409629,-0.000370487269624618,-0.000234391963759962,-0.000418123501889143,-0.000437357373390236,-0.000419854090384274,-0.000453646330876669,-0.000435599599061431,-0.000105634193831016,-0.000448581329481038,-0.000269943005784261,-0.000420954501927106,-0.000453517630510329,-0.000417720785820789,-0.000451015587919923,-0.000412743323150592,-0.000337867382209192,-0.000453623297204628,-0.000439733404374981,-0.000442835288389547,-0.000245774122653197,-0.000355247083800308,-0.000424677604718444,-0.000125222373853195,-0.000453639894385676
