"GP","mean_change_loadings_CD4","mean_change_loadings_CD8","AveExpr_CD4","AveExpr_CD8","d_CD4","d_CD8","Ratio_CD8_CD4"
"GP67",-9.13498907579645e-06,5.02510082144047e-06,3.92180721245699e-05,4.30797736572721e-05,-0.00221339066162159,0.00121757247212839,-0.550093796472586
"GP68",0.0047336459486198,-0.000447885305651108,0.00538016260169597,0.00201565492721336,0.272830090525759,-0.0258144757365257,-0.094617407071118
"GP69",0.0014763209982391,0.00062032063704161,0.00668476836880695,0.00667383780840977,0.141147919851166,0.059307540611837,0.420180054189775
"GP70",-1.01398815652496e-05,-3.4390722372895e-05,3.45348642266876e-05,3.27012117634169e-05,-0.00353329732657315,-0.0119836357690316,3.3916295916863
"GP71",-1.07356471870174e-05,-1.79434571236819e-05,1.70407792902397e-05,1.61880970555844e-05,-0.00520181979214586,-0.00869427140995873,1.67139035133168
"GP72",0.0461270095666439,0.00487128780169594,0.0157085897863921,0.00219097250247884,0.933132558757303,0.0985443733193323,0.105605974622264
"GP73",0.000210562018314373,9.43928748705961e-05,0.00195804486325542,0.00192039234831596,0.043229615577872,0.0193794100503619,0.448290131459823
"GP74",-0.00307564633034821,-0.00388987334094622,0.00345199032820001,0.00333563963530017,-0.117431098811824,-0.148519059606706,1.26473362771389
"GP75",1.61604966921551e-06,-3.07259788497804e-06,2.30141328080616e-06,3.55660936232506e-06,0.00267789801485119,-0.00509149188503152,-1.90130163911953
"GP76",-3.4039822935231e-06,-2.91949145548368e-06,1.69934253262161e-05,1.66584978452473e-05,-0.00237345032840821,-0.00203563572201516,0.857669401230059
"GP77",0.000998447616578463,0.00149761715283826,0.00122353362422026,0.00121279006435542,0.0949773035212471,0.142460792656485,1.49994564358858
"GP78",-1.15134359817512e-05,-1.69954127200929e-05,2.40566312465095e-05,2.20937706519495e-05,-0.00348029226713354,-0.00513738935624721,1.47613733615496
"GP79",0.0629207624365803,0.005042917311758,0.0480441950626159,0.0301747708412062,1.36389155666539,0.109311967562392,0.0801471106908614
"GP80",0.100199631841749,0.0717860007866502,0.0962101865303773,0.124408452803844,1.04104322951803,0.745834378025931,0.716429785890089
"GP81",0.0128332727101469,0.000182752094079839,0.00441129059576848,0.000160554898542096,0.485743533068929,0.0069172260154573,0.0142404901857452
"GP82",-2.09819718067554e-05,-3.2521359661835e-05,3.05171648338317e-05,2.82983790025811e-05,-0.00608679284400835,-0.00943432681590709,1.54996679822839
"GP83",0.00425335707784785,0.0023020377593506,0.00144054803301755,0.000883156999990005,0.208330683790083,0.112754488216814,0.541228426679708
"GP84",0.000270414634318454,0.000845210714459727,0.000108834556826042,0.000318381946454661,0.0313159679351749,0.0978815059295803,3.12561010830635
"GP85",0.000255534887833494,6.90924932784354e-05,0.000126822988572278,7.21749680495055e-05,0.0537774683405608,0.0145405560913959,0.270383797156715
"GP86",-1.99742152302469e-06,-1.86064285743633e-07,8.92196671988748e-06,2.02178076304793e-07,-0.00110634387754401,-0.00010305840854781,0.0931522383226735
"GP87",1.66107181190981e-05,-2.09913106971761e-05,7.38622992595282e-06,1.68634060755513e-05,0.00639533490055841,-0.00808191800905742,-1.263720842571
"GP88",6.62240599255456e-05,0.000255735179223645,2.62873888436699e-05,9.32917925784771e-05,0.0123103906445649,0.0475386130258452,3.86166567726538
"GP89",-0.000221596649391342,-9.66333033383767e-05,0.00028324595157825,0.000217833634018851,-0.0528943867927828,-0.0230660496802805,0.436077456964258
"GP90",-1.67974857859233e-05,3.03220270577838e-05,0.000123516293607457,0.000107578041909904,-0.00379559024463678,0.00685162003200413,-1.8051527141755
