"GP","mean_change_loadings_CD4","mean_change_loadings_CD8","AveExpr_CD4","AveExpr_CD8","d_CD4","d_CD8","Ratio_CD8_CD4"
"GP189",-2.32243723709537e-05,-5.85510301585128e-05,9.68745238030013e-05,0.000109444581392512,-0.00507562798987989,-0.0127961799252122,2.52110279766878
"GP190",-4.7931783119387e-08,0.000123075752557479,1.29676441146058e-07,4.47478750916807e-05,-1.22944352361418e-05,0.0315687581492314,-2567.72739397001
"GP191",2.10972196510672e-05,-3.02245770482456e-05,2.08439486427681e-05,3.25615304853512e-05,0.00628471362640029,-0.00900368931873379,-1.43263318807588
"GP192",0.00122481559071749,0.00173398448981646,0.000719300467136477,0.000803499610739002,0.0943949362608865,0.133635917630431,1.41571066122754
"GP193",1.74222515553452e-05,-1.30989390634243e-06,1.31638599395906e-05,6.96792744252538e-06,0.00755687144403094,-0.000568164213684096,-0.0751851103849173
"GP194",9.67583956798198e-05,5.46857550619974e-06,4.71466723288977e-05,5.3890469622938e-05,0.0240748555679148,0.00136065883016137,0.0565178397985807
"GP195",9.06464773193997e-06,-2.12420575025654e-12,1.00358291675891e-05,5.36311185976431e-11,0.00483017336117558,-1.13190080099773e-09,-2.34339580872154e-07
"GP196",-0.000127622400528163,-8.39199294465599e-05,0.000203711301948592,0.000172542397595387,-0.0154816322935243,-0.0101801680928532,0.657564260656897
"GP197",-0.000231899354453719,-9.37406247311126e-05,0.000355044398907005,0.000273278292095169,-0.0482031525307385,-0.0194851496800623,0.404229778698331
"GP198",5.32296746589138e-07,5.89175886722677e-06,1.74530551216957e-05,4.68068754560581e-06,0.000211554290370801,0.00234160151114752,11.0685607322985
"GP199",0.0066690272015444,0.00397324415879571,0.00244796391198795,0.00175057751663371,0.292524426637861,0.174278936690315,0.595775671431598
"GP200",2.53837554485873e-05,6.73645036811472e-06,8.39050540062128e-06,2.58039692705135e-06,0.0117548519109327,0.00311955323722376,0.265384307761665
