"GP","CD8.A","CD8.B","CD8.C","CD8.D","CD8.E","CD8.F","CD8.G","CD8.H","CD8.I","CD8.J","CD8.K","CD8.Q","CD8.R","CD8.S","CD8.T","CD8.wU","CD8.wV","CD8.wX","CD8.wY","CD8.P","CD8.wM","CD4.A","CD4.B","CD4.C","CD4.D","CD4.E","CD4.F","CD4.G","CD4.H","CD4.I","CD4.Q","CD4.R","CD4.S","CD4.T","CD4.U","CD4.X","CD4.Y","CD4.wN","CD4.wZ","CD4.P","CD4.wM","Treg.A","Treg.B","Treg.C","Treg.D","Treg.E","Treg.F","Treg.P","Treg.wM","gdT.A","gdT.B","gdT.C","gdT.D","gdT.E","gdT.F","gdT.G","gdT.H","gdT.I","gdT.J","gdT.K","gdT.Q","gdT.R","gdT.S","gdT.T","gdT.U","gdT.V","gdT.X","gdT.Z","gdT.P","gdT.wM","CD8aa.A","CD8aa.B","CD8aa.C","CD8aa.D","CD8aa.E","CD8aa.P","CD8aa.wM","Tz.A","Tz.B","Tz.C","Tz.D","Tz.P","Tz.wM","DN.A","DN.B","DN.C","DN.D","DN.E","DN.F","DN.G","DN.H","DN.I","DN.J","DN.P","DN.wM","DP.wA","DP.wB","DP.wC","DP.wD","DP.wE","DP.wF","DP.wG","DP.wH","DP.wX","DP.wY","DP.wP","DP.wM"
"GP31",0.506067369429291,0.522941017140411,0.582451806356055,0.621925016734891,0.612044433852829,0.610579073323909,0.610586463120507,0.499067620679891,0.509722441866762,0.508763082384068,0.652448752060136,0.570976460539899,0.538008500266944,0.617037478095583,0.529225608016956,0.595422273996705,0.512252643000551,0.548362855927761,0.51314381754134,0.737369180809379,0.523484561649688,0.505095280809708,0.514529120954346,0.521782177862831,0.51601926720627,0.624858965769897,0.561423832431933,0.532362956659837,0.54923977105771,0.532644771162242,0.522756045920554,0.511276228613749,0.523129280991408,0.596324182505158,0.634333141852185,0.526293269754466,0.488879124169098,0.531636317368658,0.503071124126438,0.694034831058047,0.526666312949583,0.564600659465898,0.555813466504629,0.638123173494474,0.607611867796099,0.550945974873721,0.520707675348205,0.741973657139689,0.504123648756224,0.574772645074317,0.622340024132005,0.497249528144189,0.505737960071907,0.529768103353256,0.552008107063193,0.675795448874923,0.599145241934245,0.56851438664584,0.509443208118213,0.55004987940688,0.660653947569438,0.558960126592553,0.539777281605712,0.516240238733331,0.665898254215002,0.511525337004153,0.832700900141815,0.610302769052042,0.675818110903978,0.536015677910864,0.559272101411667,0.629552961183522,0.569344972079866,0.51515345585972,0.660448392755499,0.765205455495175,0.627733050155019,0.57315791566123,0.610354015632366,0.553221587838451,0.537636361740439,0.684168012019527,0.600274951449455,0.523618378388628,0.603855496274952,0.689676816934041,0.645492841808439,0.528121477533614,0.693196858011062,0.662290614812648,0.496697275973979,0.638113057191166,0.531379636379027,0.717189374591673,0.546668321299293,0.50513846985453,0.494861532495706,0.540839201729978,0.5026339185172,0.519861021394962,0.704903930786045,0.692367277828786,0.696096813504721,0.521352649531969,0.574074683712168,0.566224548613238,0.520534404566844
"GP32",0.568322549574706,0.562905687492491,0.7969325169389,0.515316711963652,0.736862015369168,0.739755635190936,0.648593954975325,0.564913345182827,0.88289833519334,0.909105385074736,0.885229632377002,0.589923117392766,0.625318352402916,0.720385798926045,0.518172170382918,0.580739892242983,0.580753037198627,0.685704734494457,0.902226115784453,0.744524465594768,0.517507185961467,0.6282061601434,0.515158189969944,0.567208042326448,0.555974538099545,0.715337833849986,0.523650063433923,0.5181195318573,0.532398151587452,0.512078309338336,0.519984013368183,0.864579141339051,0.529343201884626,0.509085152777159,0.603091313287626,0.701261001496683,0.867390244755423,0.658302781736391,0.5410591125262,0.562961451496556,0.574768241228216,0.506552802012215,0.542862154728865,0.551594028911711,0.517710747589572,0.497527753456412,0.631376107989158,0.751536178986322,0.544292891611365,0.602700302746507,0.568057004683417,0.836612139146692,0.572572457801043,0.545583201611264,0.513900572928031,0.733131073091505,0.555880517568675,0.564133701349898,0.458185048365082,0.510886556712467,0.703216348460982,0.723035976120927,0.713086356560749,0.519644946649367,0.593247546892629,0.607775809945272,0.834531445626569,0.560224810208223,0.575974490628823,0.547787861340739,0.524763803833362,0.719919094764436,0.570807911123335,0.58909734482032,0.604451276030069,0.61302228257874,0.560702174133772,0.520103433105304,0.636751734067381,0.52036873847413,0.616664027075152,0.60113936230587,0.577256676204204,0.680384014579343,0.727381823650046,0.683458153228464,0.709124809384664,0.598563154968399,0.618854619991329,0.696629404009445,0.66933637379529,0.692441102652208,0.535677637284392,0.550475988522302,0.741074383660201,0.521928767656623,0.580375305569614,0.535043166885879,0.570738787114904,0.549795624223748,0.577448225519586,0.695918895932672,0.545549863829517,0.504588281373949,0.577070681609571,0.707281916361301,0.506553383087646
"GP33",0.513878722246118,0.536644299694429,0.524212260635973,0.530956958924085,0.537277721295476,0.635519465480807,0.522576910558076,0.534973102334072,0.564967406549419,0.545170939742888,0.574908492807468,0.568825314518437,0.51790159197765,0.50866594608452,0.603108656575259,0.547412285170424,0.577719660505574,0.457528508836998,0.529322806911235,0.540575542960929,0.59418234048534,0.528457470507432,0.503338385932342,0.505523471952951,0.603300701678386,0.540637828114417,0.576082462743568,0.497613286089955,0.504024999837075,0.524618790358858,0.560761585559782,0.532925751165138,0.562594270895197,0.573933610614787,0.486615519312743,0.599804404943955,0.620729808839494,0.507628729682908,0.546687861517091,0.568616764553765,0.620373373552656,0.525544133263583,0.551723939096402,0.51688366504315,0.506530389043452,0.532502995929455,0.50050757192906,0.587670690979558,0.733684251778119,0.603960943427924,0.614794562601836,0.599715324445044,0.515219068561723,0.560824614364294,0.644879764936873,0.593920000196621,0.595645133745481,0.573459582617008,0.662861922141119,0.504245057679238,0.530490406761921,0.504039045648257,0.626836204702895,0.499274085925675,0.613838100053394,0.58870148000575,0.689912418634182,0.530428286757213,0.498107782998658,0.549267578307941,0.599189357554241,0.535193000600194,0.606829522670485,0.530604820959889,0.531510578827253,0.537006693751804,0.64453887728352,0.739899067145429,0.663082172236328,0.602730187196371,0.573215427664059,0.63314386410759,0.720410971470584,0.517090451652609,0.535660781526643,0.585910976117251,0.631078327284757,0.555413472494068,0.51986463983297,0.504343282759556,0.518467627595455,0.623401209990324,0.753249621241443,0.583710392290788,0.606058477955939,0.519544230201475,0.492789089003343,0.583433074474648,0.556879624489338,0.536314437974203,0.687989931094239,0.73312263795731,0.569213305498745,0.529440762335396,0.570394150030353,0.5150568456133,0.55621709660563
"GP34",0.530401353207165,0.50798428981495,0.586457675748279,0.582858135432607,0.550686465748797,0.552342374698958,0.533551559717792,0.591297981138281,0.565876090254026,0.513803254908707,0.531527136197628,0.531789330148279,0.499649632068859,0.590354175507947,0.502482740160164,0.511599744703291,0.59517899987448,0.542677110840777,0.639204834817703,0.758667586032163,0.599765584362567,0.507146583416662,0.543270849330128,0.528334245366866,0.531047831188007,0.663155400480395,0.560753133778814,0.496624911739042,0.507407478858952,0.556280591629776,0.50588892463527,0.571425802374401,0.637333471908778,0.559516211541229,0.683425674719496,0.602094744723142,0.547422960298134,0.635428570239783,0.564300405644674,0.677004173904417,0.55226975887381,0.546842407081692,0.528969617866897,0.521072668759699,0.596143109646085,0.515434390249703,0.610530673184942,0.596946626015454,0.54792031639503,0.508004205479632,0.573028489664102,0.550209170473271,0.50534617749134,0.493554825693902,0.538895651961678,0.557527594989669,0.550289388893263,0.514770816819984,0.503384665598481,0.540125880236136,0.605907420040083,0.569402045334879,0.509968121002494,0.57962409239973,0.554585908631071,0.581866171387152,0.523613146698788,0.529307550424587,0.65329036831064,0.512281744493606,0.555219787832319,0.507115835799043,0.53819608441279,0.495891608387751,0.503250950831135,0.710893881652251,0.49558830269601,0.512799570189122,0.595179371221422,0.519539301238033,0.666779203320143,0.756383082117463,0.539976809472672,0.647524473033271,0.511113589155098,0.554370618437961,0.518916000400399,0.560459800211811,0.58465718972133,0.769183952046055,0.544650132047177,0.529812220234783,0.526195491753182,0.81580561969175,0.52407364560982,0.591768211491182,0.563680468910463,0.538023043062902,0.566494362086956,0.566940554192038,0.582583568009112,0.51178764189778,0.695662085262858,0.600025797900471,0.564784572088483,0.713602296868583,0.586071850937807
"GP35",0.549340635931287,0.584459845464419,0.617325394781025,0.52293862685017,0.587971641545063,0.540017712797466,0.601139668458603,0.524123857622165,0.523953144137374,0.589310108727918,0.617180368232834,0.565365883515307,0.585973523662491,0.618369886584902,0.561907954879142,0.512852561168134,0.587891068491462,0.552317301130463,0.758344020075597,0.568819880034408,0.493139317890416,0.559224264665311,0.543083116607623,0.565162188638917,0.570436236659348,0.614335603818732,0.562468917430607,0.506256056545684,0.499883052088438,0.597744883107297,0.681770062997107,0.487282443041186,0.649879469058083,0.812016313957395,0.681697184324106,0.568225439677806,0.633306176694155,0.663858557115256,0.555059602708537,0.598570344468417,0.492305995908841,0.542647878140638,0.534588337428942,0.531274635497434,0.646856413319184,0.631543580646017,0.513103916347306,0.580379649501431,0.4843254012949,0.495656789420206,0.562650822963067,0.591973980882259,0.564877590898464,0.560331801648324,0.515641108055253,0.514183270731763,0.503822860984327,0.517685125365637,0.543526719482523,0.512057754170616,0.51409788489657,0.781855423524207,0.877714579981234,0.605030894347384,0.641104113315134,0.545079043540396,0.49307834259979,0.783158777202131,0.54024855942627,0.517442334079795,0.5672877267103,0.669549039801618,0.589974482486426,0.587913776992267,0.520736043848325,0.516648183292145,0.566592887455143,0.49824392628923,0.55869404619463,0.549291550138629,0.500686650267901,0.531790172455173,0.53318212090085,0.542400018182705,0.70241916912772,0.550630435739846,0.56721093379507,0.850027061398952,0.588455277276947,0.608553708673,0.659144798799492,0.553808082954853,0.543446850833712,0.572054079185722,0.518885754354077,0.509314238689038,0.500802275296383,0.497354091120104,0.566102767576931,0.555048924527487,0.572164976407589,0.57208205472502,0.501370097597677,0.574005790893226,0.592941310505056,0.569675077205605,0.551942097592109
"GP36",0.498485936898887,0.547100767807408,0.641761800882249,0.514044284054632,0.60328953901565,0.595842794691974,0.620166427038709,0.542615884641717,0.58391980674399,0.512574644003665,0.5403588572409,0.569082410646402,0.553502871195521,0.62034107055341,0.535884238279915,0.594248152401628,0.603420138444605,0.597704754275089,0.69421202080498,0.550678840519882,0.54090364693733,0.496183843909318,0.529474459248492,0.571960051309808,0.563160472862996,0.684116319981488,0.561171040116071,0.520304046482422,0.581498239899868,0.622636956106089,0.523280079793781,0.550328299891472,0.586619887555925,0.623449655589064,0.771187810498422,0.686527908432394,0.980142220267991,0.666382723101264,0.566766597435776,0.63783245078599,0.51578554076923,0.509270297053549,0.496206598505098,0.526687773556932,0.620901951348772,0.61354333294828,0.570259032747811,0.558631254658447,0.514693813891439,0.649363503182199,0.633752990741002,0.588044115353287,0.516511236526564,0.627035854687414,0.566101053449926,0.582335427901433,0.512564716512495,0.511127166207881,0.555324980713311,0.574602565513561,0.611080662034056,0.626405825034974,0.638367165764545,0.693502899489152,0.70464598605215,0.646414102610675,0.852317701997876,0.569984140323485,0.592646487672499,0.542586275735238,0.578648381908302,0.548922674046265,0.617389697641486,0.53513535602267,0.546357152916357,0.536627252000968,0.488960181908026,0.51346724734476,0.580134407528156,0.502052755127885,0.547270533973762,0.653243516576331,0.503388157704682,0.563157446204404,0.575161202421222,0.649074729546049,0.604010867913866,0.56880973136469,0.614882621320769,0.712738741717643,0.529427648258541,0.626331693695708,0.562625653634658,0.55275152936984,0.52824876363138,0.618408204495299,0.589597331872433,0.606897902030815,0.609003324441607,0.6593459026712,0.62035895008502,0.654321550084066,0.602080981699111,0.603293349066582,0.59406361895308,0.492716171226632,0.562548438048909
"GP37",0.518141251205232,0.548955822059826,0.52699649377412,0.502824061932006,0.500274768699896,0.511299615958547,0.513461721342064,0.529161782987873,0.618004846153168,0.531917882133321,0.580226267185188,0.605317950028154,0.499726018542817,0.549663856732034,0.571801002722342,0.553035671087538,0.922651046963616,0.528308162478117,0.537496052261836,0.566560187674488,0.550946197125065,0.504865798323296,0.532674107967637,0.525738463072548,0.527354316629911,0.530380294145252,0.524251124886739,0.499557434087446,0.563578659802691,0.58713108768685,0.494263558551837,0.523919722493151,0.60258047274023,0.577359007453046,0.631377589687934,0.546891880382185,0.594500211686876,0.501276143486268,0.836369605861305,0.513297571386417,0.517953915439646,0.504383074512078,0.542426413312525,0.525633106203224,0.525862153997333,0.544775163110258,0.500186866763471,0.573551794888012,0.535894427915766,0.522762149739274,0.538534330114986,0.546400196716494,0.513934067507148,0.537087202926167,0.510299177432611,0.506447856281744,0.576153838820026,0.610225725611236,0.500732004035369,0.628275802467393,0.610617712648268,0.60095262029474,0.551042542690171,0.527399637289451,0.60033295274837,0.54703691239041,0.508793738763062,0.539509017386575,0.540173384081483,0.556414885610879,0.528269525526701,0.595807241992265,0.520407901932969,0.514114867660249,0.876432558842929,0.559006777856912,0.521410425715751,0.538352289487388,0.500437675058949,0.671408028326345,0.578241704463487,0.590462492520609,0.621365745933299,0.53697333489188,0.594815743163013,0.543874224441696,0.515379473603503,0.512725181382187,0.540221064689,0.635275400287418,0.513181525299122,0.519489149890479,0.56322317450136,0.547055396967987,0.619151853087958,0.541147916604048,0.589641772723268,0.528741246748509,0.893073568289586,0.901235903534499,0.652756690894499,0.582425372981775,0.569443301154006,0.705711942725686,0.579456934747445,0.600708846842642,0.512396429251429
"GP38",0.506064662140457,0.507285598057256,0.659437922897529,0.551344967595992,0.619635090858703,0.600317094392186,0.652919608427888,0.493734892914441,0.506801889140948,0.543496215093185,0.575803227643171,0.546739169488409,0.510753528901875,0.59943132824861,0.504133054551616,0.644940691069184,0.625023942289725,0.597382231057572,0.580681643381673,0.685159577907813,0.533553436307014,0.51181918381731,0.547202460757137,0.569670508695897,0.555882230847986,0.714290046024702,0.588037971124069,0.542054259301,0.506998808144211,0.575407863694286,0.50292871827396,0.576037015429448,0.555150542423883,0.552722506811613,0.754914535896008,0.515191205623241,0.526395020950207,0.557529248618616,0.605697807211063,0.692346136829162,0.528388680082974,0.591780032189231,0.544648812313145,0.600886416929978,0.509174576314434,0.537572685667319,0.53247261692121,0.722352332024187,0.541193030352632,0.457769451492221,0.606759956617544,0.522576336353753,0.525964436728168,0.557925789438814,0.531804213433647,0.71910276094396,0.574223333843891,0.50352654850714,0.55244273336894,0.593500348516332,0.54272291694067,0.542086945052029,0.567532545937748,0.609542020327065,0.648798751174324,0.603083950740679,0.564466649656736,0.528600334950897,0.637756120650299,0.53352168223503,0.553691552866482,0.659282350435842,0.575026668885853,0.538825692810263,0.547958937534342,0.676388972269067,0.558507032536742,0.542037667080814,0.694598358995743,0.500842429702933,0.625897145827202,0.704958687823135,0.593871156857015,0.562439274531634,0.655671807330214,0.730702298332019,0.734714966179089,0.608699415083309,0.635675151529918,0.765498255565023,0.568125540842563,0.747705136930626,0.577779213280002,0.712889534581576,0.569756991589884,0.549222616553085,0.532526041643173,0.551154015177017,0.631103303667392,0.687358117458153,0.69752123644411,0.787033853089803,0.629817966026259,0.524986563937807,0.57508465793127,0.548236719445255,0.524684058456273
"GP39",0.511220853640267,0.502851357282719,0.603791837818941,0.493657682130564,0.58807967287375,0.552894228064088,0.644873641286112,0.506043641100636,0.50843686912166,0.507175109911192,0.538886943039114,0.495392787737285,0.531769842655577,0.463423771219035,0.539340338256704,0.595210955556853,0.661617421602447,0.508955582589087,0.532109581446628,0.507781683495201,0.53508990021257,0.538481805764777,0.54124967069099,0.577710208786725,0.568163466590713,0.657463396873276,0.582665636656189,0.513419626798361,0.514340614013586,0.508050494403535,0.512768703226483,0.578088589424837,0.490050560240725,0.542810176550464,0.673463408932912,0.567747961653569,0.50732373767225,0.525866588321434,0.648435008332897,0.575330174061842,0.526640773719783,0.571046528446525,0.550687516858288,0.560108334816669,0.497808481323246,0.608317837675753,0.57080924931816,0.603069094108123,0.60559834673339,0.504642189099037,0.562145629642747,0.565581594890673,0.54287135890895,0.61917287345693,0.523089776504713,0.642181297356464,0.530438030815949,0.548100704628288,0.582725209186399,0.604754963264764,0.546585452336758,0.532472739159603,0.516778254863098,0.545876503011866,0.517289791595827,0.530141838597462,0.817911160690445,0.564939031299598,0.528660290230533,0.536720217144395,0.555397568998297,0.630142332352892,0.552130818927439,0.499562009538656,0.519134172906006,0.508506911566786,0.632513667557164,0.612655957014217,0.586457479849214,0.485706957609035,0.60378804919744,0.511612653067092,0.54789104814887,0.549592498554287,0.62735542138987,0.666195680797863,0.694673408841144,0.60042463744494,0.714168726736363,0.630609683203826,0.627147729795952,0.678351644121649,0.652324427730859,0.518978069133456,0.596133153365804,0.546273321198317,0.538213042127634,0.560852734270691,0.69024852926844,0.671341018543717,0.727056004374475,0.742352016784375,0.448083673318003,0.57902651845682,0.529939132305072,0.528134261197626,0.619159336231603
"GP40",0.502432336859005,0.537256139558051,0.612115823899834,0.50607061282337,0.610702690495918,0.646516147551608,0.578457979521446,0.5094502526664,0.527310752015527,0.502154611377411,0.644055665693982,0.521775267348578,0.527419481515923,0.587946919133615,0.592869153843248,0.505565775264085,0.700706303800971,0.651185057709996,0.665071927624402,0.646479193953517,0.513211507635415,0.55115923752392,0.517319914646648,0.566224443025197,0.542686238931302,0.639142666077286,0.553323224745361,0.508091330904067,0.541379774971204,0.575900906069906,0.541242171457988,0.500950574843707,0.557603149621887,0.533272552902639,0.656339627786964,0.498754847029743,0.574682021916926,0.503613920827064,0.686302419089443,0.576677471447051,0.513497495585531,0.516183294807208,0.520777938611717,0.53647972374725,0.594733995833735,0.537344317332547,0.563824598573152,0.603379520289537,0.524599121445306,0.57527210190484,0.594025282151564,0.517613464451197,0.568773726825452,0.499237041135722,0.556741374708265,0.558831788478269,0.571165991639325,0.589827931629788,0.518635095840009,0.545111433341892,0.630334871371421,0.544585825325469,0.545991512787492,0.535186493937293,0.645502493364343,0.630624138442584,0.652933619733102,0.570460291433528,0.560025329464899,0.527548588048196,0.604518723862464,0.546459762826867,0.58399881155708,0.576674210655802,0.57889450474888,0.590993165139695,0.52764584430258,0.54950516597329,0.566889174252563,0.545853656463902,0.663922984049081,0.609245595076186,0.535241308980399,0.567989901412773,0.546029318405761,0.62630482161047,0.529528612178368,0.534784288190656,0.61632705191688,0.605899115276842,0.499388230067894,0.575066157269258,0.649241438619896,0.653921515857932,0.579866054500354,0.596002539267417,0.567691967560077,0.543838918866838,0.698109224261787,0.673228082169145,0.463770960941805,0.593761109339457,0.665942882575476,0.61012096752869,0.605744399693398,0.572129840595442,0.519276188535157
"GP41",0.598401823164339,0.815234202007866,0.516791100695035,0.648286895745938,0.58100587538566,0.677517941066673,0.561888565151807,0.617538055229323,0.696327930107638,0.614138566390169,0.716760053583376,0.672114986588225,0.647102985590655,0.636485102328331,0.641208218222694,0.558803917114079,0.635968427809273,0.553687011047483,0.551263057986113,0.665835845774787,0.568368767671055,0.542698154064954,0.84982986981398,0.505489816232068,0.614086531571174,0.605304076270307,0.659063277462739,0.597356428228039,0.636906615886301,0.517649482358916,0.620208913838526,0.620232681101581,0.563643633448153,0.554606105924276,0.598322903781303,0.597464686498068,0.597853146128639,0.628241055146146,0.610644302833957,0.596056769125543,0.582567719480035,0.495975710855832,0.518607953479759,0.649402993936443,0.528951338845291,0.535699420369261,0.612318267713112,0.557440152858947,0.618704674803078,0.546220460206974,0.608331757498545,0.763279726667713,0.701785971119558,0.623945148507566,0.6465786447511,0.538082452189755,0.545866252312845,0.675014415560964,0.50201634917809,0.584845905581093,0.759770001874044,0.730534210657294,0.663301020346503,0.715466045687497,0.525014383155708,0.617470176595576,0.797830047054216,0.617711986319552,0.647107399619382,0.492032529537245,0.604573045040079,0.544013241933314,0.612994929809333,0.68738096041888,0.766794746864044,0.661651533821581,0.552270760510785,0.636622560135839,0.557870644303278,0.55842040282883,0.53572114676578,0.664296491394742,0.563131887503994,0.588959917817295,0.515862919573228,0.527360450886265,0.57698338629387,0.584872986205532,0.692059329382497,0.479069705332502,0.543820692733132,0.532896010467637,0.548709627574727,0.5530819957534,0.579517153220269,0.535730180992738,0.52386539472422,0.523600248395205,0.639938523755501,0.643393187564052,0.714408581224015,0.611481089835692,0.597259720029248,0.535363824765984,0.659683556869735,0.561115940765556,0.508148127432438
"GP42",0.505943788987467,0.509177316400182,0.643956954723803,0.535427853886108,0.597310349634305,0.575799262582188,0.635398940742266,0.505613898301947,0.527347664292466,0.546487948717813,0.523203384602221,0.540029467678372,0.508383761598667,0.591956165295513,0.49873899420759,0.64091417353589,0.645224956037573,0.570333897081369,0.55133209106774,0.644204602575234,0.505836832155799,0.529907021509797,0.541940177032834,0.550833586444284,0.53646238822918,0.689391652914276,0.570205317226242,0.536279955804197,0.49800416446921,0.58149610635563,0.505117186628216,0.575642244475528,0.531342340737221,0.551753015124429,0.709780025441666,0.500543864562996,0.565143953251632,0.533198067186386,0.627141754515548,0.683563560481,0.520607249344395,0.589764868269523,0.552974028858412,0.614098265232079,0.514470539761352,0.53233431371934,0.541350618706635,0.7104901701265,0.51861072159767,0.553595325260986,0.570087185715056,0.509848701720573,0.541479139302869,0.539437187454525,0.540709236647713,0.718820801924467,0.568011532964741,0.514308525411435,0.503334149308646,0.580014251873018,0.53088613299791,0.491317026974736,0.578802892712535,0.591756233519006,0.680780977260482,0.625887761260868,0.561735665671784,0.539361396455311,0.613575738393344,0.537831779183022,0.528944671947825,0.659490641198574,0.543103056351587,0.5539140770749,0.515541819802109,0.633536243947015,0.539167260498026,0.53144853282716,0.692557144560959,0.499680020588008,0.689551383876202,0.675298344887847,0.602221512843249,0.542328106570484,0.635832015930478,0.703341982391105,0.735160010393328,0.608438618127042,0.61627875195074,0.748420767042683,0.572406144065838,0.733700406490082,0.54992003516062,0.661147463547544,0.572177805377662,0.522750855932571,0.510641680777976,0.545153904002541,0.639907295493402,0.691357748743749,0.711063006072409,0.758665236104979,0.579924168406329,0.505883114522185,0.554250306448988,0.529442888274818,0.506212365335999
"GP43",0.532400839425729,0.559467606256469,0.580815280889057,0.519482705895794,0.537872148851555,0.533101044207161,0.560144644513103,0.606096734929089,0.711669299102729,0.681108477343964,0.583176546302726,0.536307787355165,0.576302736941797,0.522033437373788,0.540575711722802,0.532305031719931,0.781435087550442,0.649012748617828,0.751812635411289,0.515407723318726,0.635696473498709,0.599819490294314,0.513731393843567,0.509402503518417,0.53096150454177,0.555814428140218,0.529244728125724,0.545957325049623,0.60913236705164,0.627138397649362,0.578239166633623,0.767693421285745,0.614126331314091,0.559902436784466,0.576724578426495,0.563285386448985,0.639782858056925,0.884501087530988,0.723172540881369,0.603738696978421,0.518696181876808,0.52894861736936,0.582172406175626,0.518769958666955,0.512151593406928,0.629073406137615,0.56610664888631,0.578549303536,0.584236994213032,0.736274738654203,0.617721475387887,0.60871329570741,0.653154133184763,0.565609639124154,0.618130543491237,0.50401287697315,0.63219884220123,0.53779867385543,0.576462227760964,0.682090210701182,0.644090058934383,0.829344196585467,0.647835371610572,0.59220759260501,0.51718030362439,0.54114949270286,0.644430632116728,0.532299846662618,0.498716923369753,0.600171409160562,0.561012503075867,0.527972074097436,0.576995557009417,0.616791417195397,0.622740535141176,0.513347232040211,0.653086430749407,0.643252177454156,0.514959883354715,0.650998088689246,0.561592302671171,0.637329614680107,0.559155502243766,0.653652543487803,0.602301491852904,0.561098552319682,0.544207238981227,0.516190868606012,0.684429769896931,0.691577198136443,0.562469391164319,0.539493335491398,0.687351886980772,0.555106192834234,0.672429815203456,0.53024844902142,0.595503191095546,0.6708787241526,0.739301689133112,0.792277214217041,0.795630855766947,0.595411631081736,0.628323545307151,0.527891050557935,0.534386111531171,0.547524962857372,0.504520277991781
"GP44",0.501153113594781,0.570971974913159,0.650874523341874,0.705425823012959,0.515808996579362,0.52601074590965,0.58679570489737,0.510150133591388,0.534436770528998,0.539697159785805,0.750052521296928,0.600926582077189,0.506041938185618,0.568113403646299,0.561214909734047,0.529736714003389,0.559737764777295,0.60519696565093,0.504804200053379,0.912806912614089,0.657014823729897,0.590336393919331,0.513515261202995,0.547060635567695,0.560874847111186,0.627141878001036,0.578121001407895,0.53240018139722,0.562417992968939,0.554977126969935,0.536057476818985,0.523272660029179,0.532883834184582,0.526627095761141,0.5689183138324,0.514420524158974,0.517034149331426,0.592535467568637,0.533120267546517,0.868603228926419,0.668181145201519,0.529299202044652,0.515555778381021,0.665717741087121,0.520036147420534,0.504390724097061,0.539251348732886,0.880671212603359,0.566116665022192,0.601708284635491,0.666000506406909,0.557302739537491,0.516717757721272,0.593994095239505,0.518466737820131,0.549677434097078,0.514579722094687,0.59491329015031,0.569877306984748,0.623686573883834,0.563926455947342,0.654690416436774,0.532328819393864,0.665249324146148,0.531997510189186,0.518056945145798,0.64489939416955,0.67230035863971,0.735523454368544,0.505968386790076,0.524011511418584,0.552998381601031,0.636528604546194,0.511754759674631,0.543946007049151,0.861566706866956,0.57385880373726,0.61436259229525,0.627395182042463,0.558504534918788,0.505146961570827,0.922287460290475,0.544601266664265,0.649777534164573,0.548239409347453,0.584674141714594,0.563506580311175,0.613091615872695,0.530838220337183,0.814782973636352,0.550819203747691,0.61213350014312,0.62238043071594,0.928353857946784,0.603550992418488,0.695718564157357,0.63925998737876,0.646368414132942,0.53674836458372,0.566709728310555,0.692090950447649,0.62880906761565,0.848427946210009,0.722259327568883,0.674223425396742,0.703925453252264,0.585744301501786
"GP45",0.49894777514677,0.540260020853421,0.589486864015014,0.549812041006427,0.657418449437847,0.624303723107599,0.654098887122084,0.651732904873688,0.726192136107769,0.603707948072772,0.507322115250426,0.536315319131681,0.578324183225263,0.52302899664167,0.510060736776961,0.545186150919248,0.536766193643182,0.630907535432059,0.70312734957982,0.603997898349364,0.608130931311293,0.500322791420314,0.576163831985718,0.519216805473603,0.536550190237533,0.574103868427303,0.528211444836283,0.531208721004064,0.500448966100478,0.525172190382461,0.626962413142142,0.577268254639754,0.580302074672368,0.633236115256527,0.609191404736753,0.705672984024965,0.825496045577991,0.59888701869981,0.541455976374959,0.506421075899071,0.576905963768361,0.59888614248241,0.568574693603407,0.606696690312508,0.620609664572295,0.643262157901475,0.5495224227085,0.657033885894375,0.486379107842622,0.545350078741733,0.59032629667498,0.566279743971839,0.619408452476969,0.611586123463249,0.531521429947802,0.669161922485936,0.549639160870301,0.50684562993284,0.548007981722153,0.591084813572147,0.587514241275603,0.651624181309729,0.74857873509132,0.629260477607202,0.590547312165716,0.757423653130879,0.629645342938011,0.499932661887709,0.548733301962615,0.503974086273284,0.495100239825229,0.547478031366066,0.589199075010214,0.625027158581536,0.574000984976333,0.562271495035527,0.5829441079951,0.522220658711904,0.638049149463106,0.570764468238324,0.662614528806251,0.528163553239931,0.565627264482798,0.615349108113021,0.576445221038689,0.569370668401689,0.565134218753993,0.571664307501598,0.521434486347626,0.693031883099541,0.526890127438402,0.520286497395785,0.580671183210304,0.564171031433747,0.639212399501112,0.566282566008995,0.53675317568362,0.571613048285173,0.542333753242496,0.580237314740719,0.648381959873767,0.638383444363454,0.580911208367332,0.523021418372204,0.609226672174973,0.535134306270402,0.583516067449133
