"GP","blood","spleen","LN","bone marrow","lung","liver","peritoneal cavity","colon epi","small intestine epi","colon LP","small intestine LP","skin","mammary gland","uterus","placenta","submandibular gland","kidney","CNS"
"GP91",0.568186805633728,0.531277199059394,0.544284111249169,0.588489617355403,0.535963899043776,0.567104091620648,0.680101142741501,0.535404446776247,0.531801837453872,0.600007865787543,0.513061526083028,0.559453047720849,0.547260803934513,0.661833577355195,0.52370909525639,0.613441515754695,0.565657193337724,0.627998309718989
"GP92",0.515160385679081,0.525732449998802,0.513142161486494,0.52186847936601,0.506093605815404,0.510424579832387,0.532765039707339,0.515221092121494,0.532955250828635,0.521066657706581,0.555904048484002,0.537350405434923,0.571179576925129,0.504891608464997,0.523084879888085,0.568846754860851,0.5265391495564,0.545586090530061
"GP93",0.566144643169002,0.559869322391555,0.575732557325303,0.601055343564711,0.534505570087921,0.593257945778756,0.675611151124317,0.571754661869138,0.568305844149819,0.579304629669563,0.537037781366849,0.706021925837276,0.61647354655657,0.61357295391718,0.534524427858748,0.63089648636932,0.596507541543564,0.640080767289248
"GP94",0.585193879251416,0.546304276558718,0.536338281957933,0.628004470730659,0.556947397888299,0.564852479437571,0.680815862452176,0.544004976197379,0.530502960598255,0.60503821712549,0.532889508645487,0.504247490539376,0.52658632591964,0.586364536345754,0.565563637809066,0.599793636674077,0.55668809452596,0.700909267766707
"GP95",0.511630314975217,0.511104864630067,0.536519325966858,0.499968571519455,0.534067657781628,0.504909783424217,0.509365032964399,0.506255378545286,0.521037745828689,0.528508387826405,0.538638257323738,0.525167079472498,0.712276668147914,0.635171394314634,0.637585505929596,0.601269432383515,0.538160282245369,0.60599286843824
"GP96",0.564283307940344,0.504834486153205,0.529140494447859,0.596052042990081,0.594921115314445,0.520868795595186,0.547318275176325,0.533981744578558,0.526120085443154,0.570323181552647,0.56730903765762,0.656288758906217,0.519917641018733,0.549194452946054,0.583018602654235,0.577203151565706,0.548488145641989,0.873701507732358
"GP97",0.512475766898875,0.52440616180602,0.513571770324474,0.510696336500078,0.506269731321535,0.498357521124598,0.519200343023719,0.524874274921531,0.533836442160397,0.53339049441104,0.540730245210608,0.578000469023844,0.578551091345038,0.515329859632984,0.526995397512906,0.509699899679925,0.500837207452779,0.746193371029823
"GP98",0.527328634552851,0.511829239344461,0.538323273281147,0.59914725228799,0.593236366945053,0.507689841652,0.640678496025445,0.536280096126699,0.514344828366882,0.512580893879379,0.51924794023532,0.574315489857553,0.536304184865554,0.567523527501265,0.633880090143462,0.609463995666103,0.499184282930489,0.742039721603765
"GP99",0.548656211742825,0.510217500779158,0.500974127274739,0.540541206195479,0.532680428393085,0.511717901205205,0.531723541157709,0.604800054494775,0.499654963919123,0.555266965538484,0.539237282885117,0.507598649050432,0.498212465053963,0.513013668215553,0.505976236632321,0.491633965649222,0.562572712926155,0.625235709008884
"GP100",0.563953799776119,0.592239271030107,0.598527261373454,0.602916299457597,0.612648955693836,0.528050017405631,0.700136647293028,0.740401412206164,0.796923244466915,0.543904802747177,0.517762272931087,0.5203099652237,0.612804421277139,0.633703618885978,0.53007616437785,0.59153084760201,0.518875173510728,0.608871177953785
"GP101",0.50780862807095,0.513556443018306,0.51663135824267,0.554468299517036,0.521849176367176,0.503480316231129,0.674380735437351,0.500697051677934,0.528722513954463,0.600926727616715,0.582023082416905,0.516185392731905,0.544574122197274,0.530499019750182,0.625771173055243,0.664373660797393,0.546330272677593,0.675241833522578
"GP102",0.528024148485573,0.542527224156796,0.511955127873086,0.500968497267322,0.509183290841185,0.508310648624631,0.539895870322903,0.490371220406601,0.528543629417695,0.590477136290714,0.58785493607134,0.63735188161718,0.512579501825933,0.518931355036624,0.528269053309645,0.534924214137271,0.545483830791046,0.516786465545266
"GP103",0.524613412205917,0.529542477512457,0.506020959752117,0.527018293375795,0.516996976876182,0.515524888160711,0.524501303451069,0.508704579691214,0.54114399595046,0.540201829314208,0.549370548955474,0.635634218370475,0.532499953150323,0.504616611015979,0.500142247793132,0.528033162783713,0.513156712751659,0.58814701036844
"GP104",0.509513249343574,0.51947769607527,0.51390169550651,0.513671430272998,0.507893756061138,0.504910074509075,0.527723222184375,0.514843540959042,0.558810270914056,0.501566092833845,0.521635916647584,0.554136475638243,0.51217840261727,0.527393196171419,0.512626329984134,0.530014611220502,0.497308787707115,0.535593596767952
"GP105",0.560930257307015,0.515164751771258,0.540273870808076,0.592397520378124,0.567661149555231,0.525599371018867,0.65379210326991,0.523351557763683,0.532775887375039,0.598598608995679,0.519471426749342,0.563109653513891,0.580618155946036,0.653368238030223,0.527181168340771,0.610147049458381,0.516647675991903,0.612618363114576
"GP106",0.526548421542587,0.52386149830426,0.516776028120845,0.510043890300949,0.509264648647985,0.518113786341012,0.521284065031495,0.526743917822837,0.554856619794954,0.499636870398637,0.521258027003522,0.681222058141279,0.50081202478478,0.524775748406327,0.506970072404208,0.560385593946175,0.520611498941371,0.523727722346337
"GP107",0.576924285540051,0.514126541014749,0.556635985897584,0.609532623085448,0.585660834852686,0.517422334938399,0.610098989926268,0.601221429427172,0.574331538786139,0.513569135144751,0.518563282553503,0.640913463134811,0.539616908379557,0.623468210312871,0.607448283005305,0.570043784674577,0.55062698112796,0.79522381177017
"GP108",0.582639969718898,0.532502358288776,0.51766367189107,0.566412248119143,0.491067466395716,0.551720829891847,0.708805752797874,0.5318213496222,0.522438088338338,0.576286964447127,0.503485466214935,0.569353347949872,0.55546320196909,0.562096714666081,0.514816777162431,0.618870539864773,0.589164586806652,0.734272397177046
"GP109",0.550184414639259,0.540378258544916,0.636745587372926,0.572151213005407,0.52920828010746,0.675900016270481,0.579482334134079,0.547212746976485,0.52387392549463,0.642353382925731,0.67582763236427,0.542782107145443,0.732157471467484,0.696190846184638,0.690382751658106,0.651692959700493,0.663034009094237,0.788260091354857
"GP110",0.585009001955102,0.547082421346062,0.571672095653336,0.589671366933468,0.517129843289998,0.57601449586373,0.767445906292327,0.612517725419351,0.576466229866233,0.562973204500066,0.522157354480341,0.534067758427737,0.504352248911541,0.583066151255661,0.525452576650662,0.550908481104873,0.631363735240836,0.715649213286085
"GP111",0.52468820491311,0.518621499288923,0.529402658202404,0.533208859454272,0.544617555446984,0.530939227319706,0.536440932567288,0.565140230786378,0.571780642297279,0.551080748433237,0.513476700601784,0.698394462668713,0.640691917028735,0.52779137560838,0.515974445532293,0.602996098342393,0.544452195928628,0.615684858379627
"GP112",0.534053847296534,0.501629891930824,0.506735161480312,0.572578073888534,0.558812295674562,0.527731233810601,0.515594055648278,0.534739451639876,0.548878930161178,0.54434579935257,0.526165040967094,0.511049836579328,0.519848162939723,0.613224071245864,0.533905295273777,0.536664057243906,0.538359630470448,0.813749512052152
"GP113",0.508086638278125,0.491802811934377,0.526219044570821,0.518501218426881,0.546993325574023,0.572055879643844,0.543806518045135,0.560680247251705,0.547302260482964,0.516756244701365,0.529039724537724,0.623165854905633,0.507223818557204,0.531338147182599,0.612345081232286,0.622853561174345,0.56723231088235,0.745983993191408
"GP114",0.566141531627471,0.50828355483453,0.510731740858999,0.611332235850592,0.564417748275308,0.53920088584933,0.695494496223826,0.566895137354688,0.5017214374192,0.557918877087684,0.520278030688063,0.611231697037565,0.530551921994109,0.65647140238519,0.503480550972678,0.590529616976355,0.501562085583281,0.47653209266368
"GP115",0.564713328425114,0.532701125427568,0.574016855624713,0.593603088963017,0.575535289247965,0.528799881187648,0.620261769763587,0.581706512509405,0.582763814210634,0.603786970098932,0.532631625694927,0.542771265624162,0.675933322082211,0.630966195183042,0.599535322286832,0.609968930964738,0.520602743619888,0.678327825509426
"GP116",0.512733522526454,0.521662105825283,0.509208196029931,0.509460157647633,0.553021075060058,0.526734333580544,0.519899762884599,0.507749451838465,0.505602543075077,0.535256382635373,0.515190194319547,0.534810431055074,0.540270466010031,0.503083298829592,0.518565780221762,0.516698273885564,0.546783119534389,0.48949614113253
"GP117",0.540490059673884,0.534529376139747,0.530964989310958,0.586638838509041,0.546144104035424,0.502837890599662,0.606562969081242,0.559301571907748,0.511166354978827,0.58134960761246,0.550812401858625,0.595060635017114,0.517644241262205,0.586195979010919,0.548795259567819,0.53870540817608,0.587913700730282,0.583866208408935
"GP118",0.60899573540305,0.540711476691985,0.554017323303604,0.637225074002536,0.570570247201717,0.511229124053501,0.611024971892386,0.588409441488448,0.579303940350498,0.531790072920925,0.545074209685306,0.51121583314406,0.624613708680783,0.5842669818144,0.612975799893845,0.573634341649128,0.521796072983485,0.832014549640561
"GP119",0.559246926951787,0.519258763549879,0.568233508990029,0.590079283538897,0.592516272899433,0.519661201280449,0.582214548971621,0.581479545749189,0.577969030555255,0.527269555704974,0.549309602609777,0.588734503786874,0.679303109734234,0.602925882518849,0.693767068645051,0.527482326059492,0.549615573485883,0.957938365776302
"GP120",0.549676486016339,0.55921740282881,0.59056797554939,0.497737301898537,0.532703133287171,0.568903780913915,0.58363790785764,0.657879941418534,0.607571472454125,0.580863326401306,0.559873015032313,0.612352771223393,0.6032113935606,0.66300472198744,0.716905863671595,0.511243540044837,0.509319496563388,0.77753816589252
"GP121",0.544778642525019,0.529368770470799,0.572365732459963,0.552760041300717,0.502668320033026,0.540416122155098,0.604421153163335,0.689789396634283,0.643364406985805,0.564165768846767,0.539736925021048,0.612892190294234,0.781217271771737,0.567181431468709,0.661866092210821,0.615028409224344,0.595460690310769,0.617695987617038
"GP122",0.527760541409673,0.508686414124302,0.548605740140214,0.573358860092776,0.548307936496863,0.528754402219272,0.540149156211076,0.513356812978626,0.534347641317509,0.523898624711238,0.528985393805843,0.509645419791984,0.546435022066561,0.580639208785189,0.511935969427205,0.576086159893181,0.540864243533954,0.456053329467896
"GP123",0.57337085571603,0.522112100233041,0.569144596869962,0.579672860241837,0.552370770187002,0.536912018318075,0.693334611944226,0.582498645576871,0.564337401791729,0.540275058623928,0.522471610211215,0.506704253248899,0.51703333852018,0.605638751473603,0.56135899200627,0.545585098373321,0.562729024113121,0.633484517695607
"GP124",0.527965486982034,0.513485563480716,0.516226887997727,0.541375560182189,0.520629424647777,0.56825505979537,0.595045403849879,0.514746753368327,0.507655114072367,0.590415668619152,0.50797760600922,0.574475305717919,0.569547319170718,0.657492188511371,0.553091104468121,0.696711513584137,0.544467283142338,0.68341011227145
"GP125",0.515847836440869,0.508587385173401,0.535142231403849,0.541889749374673,0.539912563718305,0.546986705232933,0.516880220672478,0.583265168880306,0.575334275301069,0.539916903373802,0.508111338044857,0.538400461731596,0.530815199797411,0.595371994022784,0.562368484258047,0.618402123369289,0.514879543722185,0.522155269349331
"GP126",0.525745127895132,0.533324959088434,0.581063151198624,0.514463237184019,0.521279247727242,0.563349841565512,0.566963245626707,0.535954848884051,0.556468313018143,0.564036627031633,0.587284751711152,0.6982458229425,0.724193412831849,0.61948199638822,0.617811464894335,0.700356869781834,0.580448690262965,0.534380137757056
"GP127",0.539193642507056,0.547774566310766,0.600185542114228,0.622439967057872,0.499944425659277,0.573485104131081,0.637442816938775,0.784554806493064,0.560402257734353,0.631994136591205,0.488485325878763,0.549631048830647,0.806213373031577,0.555075124120956,0.540898457887395,0.70693753232703,0.564161217211021,0.744500123126036
"GP128",0.511033924254217,0.538932613724983,0.498920297786114,0.52354777339958,0.522015135137929,0.508229027295489,0.528867946483476,0.552012190148848,0.554104679394283,0.532659840582486,0.516857468380839,0.518207676683309,0.539118896231673,0.505921664420609,0.504582420405453,0.511065121688409,0.503932757287451,0.509231909691185
"GP129",0.534625719070271,0.503290614311722,0.517975483628787,0.518369859299406,0.520665642114578,0.52554000295139,0.499571353171335,0.535986459864146,0.510579203234578,0.516502630905791,0.535861648376368,0.502238709277075,0.540177293958016,0.519639397717421,0.527413134568867,0.555488176107765,0.538676072344669,0.587614241253283
"GP130",0.53311950018711,0.527707971119352,0.572144866360863,0.541836188279076,0.505803563453847,0.541976243745865,0.649640001226298,0.562095719988103,0.562772914995144,0.617697093060587,0.566145044360851,0.54545428604345,0.665642477163065,0.587204146932916,0.563984229169288,0.61326749725407,0.553254558305902,0.67505195240596
"GP131",0.509410209284479,0.525236054287568,0.511560423995466,0.533907114436282,0.506377884814983,0.518420974920756,0.500222222505301,0.512248170944234,0.533043389633141,0.550090344719098,0.523673486075386,0.509023860646936,0.505143258414539,0.527272542318775,0.502060769694896,0.519803375432611,0.538496593881436,0.581140058091753
"GP132",0.520141860016841,0.529476792062998,0.516296357391085,0.510243527213128,0.526188689675407,0.539201798563873,0.527026052461262,0.526836578685287,0.50354874300089,0.545166196983949,0.569522669812165,0.553009427552933,0.553857144767722,0.513158180174652,0.524954213739767,0.514937151731096,0.555855551718965,0.669601770980487
"GP133",0.518920949850458,0.530515026148645,0.523112060786319,0.52619049066543,0.537775226761135,0.547377591925517,0.545352621538734,0.517293742490666,0.51842647150914,0.517635848846422,0.542476706040323,0.526428771346,0.576042731137077,0.511773870664733,0.507493530082374,0.54964247444348,0.549178934986982,0.574079701751017
"GP134",0.567052295391276,0.525641815090057,0.578487951086842,0.593490949017947,0.552173213160787,0.545231900305734,0.702202861435385,0.588142333016757,0.572672790864821,0.556456755788526,0.521263298013712,0.506635527554256,0.50789892552034,0.6382151643443,0.566034717305095,0.534733725603178,0.565798034128336,0.665732095545805
"GP135",0.567505222850325,0.527000804140664,0.527676946702725,0.582491075929191,0.552013919870784,0.52072017096438,0.667989954208304,0.506172806094909,0.550421265934648,0.554832213973565,0.626453744309792,0.563797939988993,0.739371129559053,0.712228804679203,0.626844269557958,0.641187213819507,0.618845742939967,0.360168027834537
"GP136",0.572157785078534,0.534052484484778,0.562908873226407,0.609813595012894,0.574482332933281,0.534783744221547,0.671907337397271,0.591346906624671,0.572013145694876,0.584660711728589,0.530950168525021,0.526373183220655,0.631659156775136,0.644306618331616,0.604712464433983,0.610168457419188,0.508326682658156,0.72840600312541
"GP137",0.568044431216841,0.512034896459241,0.53879466477293,0.560155911832674,0.555194428314686,0.516775699252315,0.643060319844651,0.506434661169043,0.531090798075155,0.589368182053738,0.517785707021966,0.541581686356976,0.64663459983328,0.662057027061804,0.545159428792505,0.661588075657656,0.514555147190636,0.626742466530275
"GP138",0.576142998659016,0.509406992626245,0.534900528227746,0.581609601789853,0.552520491169096,0.529455182391555,0.63552901634008,0.543875477861173,0.52078236679014,0.558130794234104,0.503905126025298,0.576324937134342,0.619857775518089,0.642740238135513,0.526695858776537,0.613957531964056,0.526745974934281,0.603140837112943
"GP139",0.519246872352012,0.523990892195312,0.514713703940077,0.51272452547013,0.504464588688345,0.530064498404304,0.506454857502739,0.531382950631145,0.534285021012387,0.519524809510059,0.501787622918157,0.574763289547688,0.547645473274557,0.526191567845541,0.511413808321851,0.499298096889174,0.560249706463337,0.557276918297292
"GP140",0.572214177490412,0.513328301608457,0.543353573128544,0.572328876858712,0.564518852285067,0.521139635865546,0.647106103558141,0.525591597038189,0.541477029851459,0.584729868470045,0.51070876899379,0.561740942360553,0.638499066993708,0.668635763210189,0.554646869267346,0.641219842813834,0.5025149129058,0.561830250520161
"GP141",0.523637407000591,0.499411295982546,0.519679119949404,0.51087173424702,0.540560173585743,0.534997655915536,0.552456366936189,0.52275593734388,0.523367196227905,0.517875551629126,0.508941056594449,0.494939947700605,0.514683518866884,0.577245499885459,0.594339830638109,0.500225281024395,0.513772061740746,0.686648687298437
"GP142",0.576963806590335,0.525214388306863,0.537853026046559,0.579048231427041,0.54813956788502,0.549633601462938,0.646512166378393,0.530768505170724,0.52967551326519,0.59384105152841,0.524308873052993,0.549511973532523,0.629977941825684,0.65487560593036,0.500282151903791,0.665437159191233,0.53359256559216,0.532953486331739
"GP143",0.508389984212215,0.515791064835697,0.535572684792315,0.517931139621639,0.5455943450669,0.550011473121813,0.547897140781123,0.549131732721818,0.546798624590062,0.508760839665303,0.555055228910705,0.518865094639273,0.5803255880252,0.608072686579044,0.635580186740543,0.543815114853219,0.533347574686987,0.81692112007819
"GP144",0.572948745547717,0.532541293878117,0.530187901292043,0.57422820610516,0.540797482686983,0.537551872024286,0.624743184768701,0.507944321701274,0.543762552855601,0.601249800164425,0.560312998307849,0.565300834757544,0.613444710316477,0.605326165334416,0.529768351818128,0.65085248635403,0.496177222562502,0.61370085501602
"GP145",0.593527989998539,0.528220713104727,0.556230645735798,0.597318157107575,0.550561728500781,0.54804719115275,0.69127604500921,0.545166597494278,0.532563643445877,0.606471361959817,0.519779585030725,0.518141854606313,0.630010154458617,0.675015761706341,0.526477231449829,0.631096584524778,0.517758887975027,0.55861074837319
"GP146",0.544038468831174,0.51544398204174,0.545997667840553,0.549273997752933,0.530524259575561,0.515796390601824,0.624941635098413,0.561870632657218,0.576577541383085,0.584384700332871,0.524477177252838,0.636560755633012,0.64000607336497,0.604413208860486,0.537553640519026,0.6273105562495,0.518543440773281,0.490036963241474
"GP147",0.577048743895275,0.525445885757492,0.555841087178628,0.5874737404477,0.563336467421893,0.536133694166843,0.64859162861449,0.578634903996913,0.55555955571034,0.587925761612892,0.512313200326345,0.52893186605666,0.618773586424607,0.625367431693642,0.532043370409591,0.587693713740494,0.533180891844475,0.587034849542527
"GP148",0.551231177076883,0.520363935797252,0.567677149686875,0.588912398132598,0.574772169585215,0.514023770578645,0.642687687654789,0.58813709828721,0.598026709647211,0.579670032304411,0.50124320712124,0.525400389742623,0.608192793218088,0.613832864952885,0.609935989475962,0.510644814953779,0.533298809202321,0.799957276748761
"GP149",0.500988532563236,0.540318256939429,0.503723208863389,0.544237002405648,0.60767351011913,0.520412745354534,0.604270509429118,0.611983681429588,0.606931326966554,0.543836235427719,0.587023779725066,0.565709633422797,0.50604147378051,0.602648802635421,0.68223989305388,0.519496879235527,0.584184012023039,0.529197400493606
"GP150",0.577266851677254,0.542104905245355,0.587766830471518,0.630322642558638,0.615463949395048,0.494933272377588,0.653616826234011,0.647049294770059,0.577925307974561,0.559309946778952,0.506746236045877,0.74994092661827,0.557300463548402,0.618710866431893,0.61698409254656,0.535762812640722,0.519514624420182,0.780756820355934
"GP151",0.542875341157849,0.524784298998068,0.544368942636434,0.575318021234067,0.562871712978392,0.57700881633059,0.587981336153479,0.566073606015337,0.593062293651632,0.505245251003261,0.543359652309552,0.532767960506392,0.545950523177672,0.582698874995523,0.542707101145111,0.543062857214344,0.544552625688061,0.778196392174015
"GP152",0.552109189921362,0.549898913791732,0.566058170972659,0.58085886564195,0.56896487795004,0.553469288250226,0.694221148560471,0.579528596527812,0.545784189352206,0.648095528113585,0.681993477907192,0.511640939851631,0.6832543885205,0.741236550451296,0.567457832627251,0.601811116286687,0.526903280252444,0.483926436325614
"GP153",0.52103685332134,0.566872889237348,0.563874401892202,0.603595990570583,0.552547934194941,0.54579236757666,0.733177871369332,0.627838095938208,0.60230019314627,0.65104853668444,0.532177506590539,0.559041839971368,0.626066675514981,0.703115663455887,0.665063964660499,0.553709280777824,0.570338850823995,0.598037358262012
"GP154",0.513081912885989,0.506178593632796,0.530688498627126,0.559675326397097,0.504733589120793,0.531716407131768,0.624050803382238,0.529682694112212,0.516830307866962,0.54550740346443,0.515933647254553,0.57121940076595,0.569936188361126,0.525016752735379,0.521848252231494,0.496055296670282,0.52217344143407,0.657553644594259
"GP155",0.515506528727744,0.517045160037037,0.541736860120313,0.528291144144565,0.553821286717449,0.524867227466735,0.535681040933298,0.523251709717494,0.572328307658872,0.520872014220084,0.507069182507505,0.587920928554471,0.548600635506711,0.511085596129285,0.599580074024057,0.639063835002425,0.504216104507359,0.653606829955951
"GP156",0.574223146807972,0.54346331625611,0.553567260495224,0.626285733072638,0.571665417645739,0.548241409348013,0.641016265347089,0.596287902725982,0.5700529562763,0.54668204589596,0.508814280149641,0.542827730743512,0.591363538065448,0.649474175573581,0.575801635502302,0.573567704852158,0.531376558193466,0.877989091160313
"GP157",0.555994687930403,0.509442882787837,0.552279432115471,0.556801235585207,0.576933167863982,0.520026809266715,0.619288911286094,0.515520489112221,0.530458508443767,0.53868378940841,0.527687971282546,0.561311860760342,0.649836181706497,0.618376542074516,0.631376423932887,0.614665182911982,0.526353978017321,0.521035055529631
"GP158",0.523483436646304,0.527902463408255,0.520369039678738,0.509843691320093,0.507743181157093,0.515590040627554,0.514401221745999,0.538770731469245,0.540813101592516,0.528834030079708,0.519039444411968,0.628630136092473,0.501844395756628,0.528134827470534,0.523216007163249,0.569706066316039,0.542367966917029,0.498559573716894
"GP159",0.578967067979428,0.539390379232308,0.540310161858676,0.634723279204504,0.571087814709694,0.548934025900877,0.602066961470722,0.605488308324073,0.570123317497566,0.525054202119351,0.532991617352919,0.512322471128674,0.548582709789419,0.617572879698618,0.543423259687548,0.541103105391321,0.530660050594043,0.789328596477622
"GP160",0.548862695778001,0.517201767679135,0.567012793437063,0.579029014473594,0.584162907318206,0.517788350227246,0.61938396533959,0.574411980027002,0.573402683269062,0.522994996989345,0.494973682800188,0.576005128794532,0.661356739943656,0.668425605877175,0.664719202045546,0.550746406671397,0.494972161914871,0.811976158052295
"GP161",0.609195961739265,0.542046495209808,0.547344414274822,0.668415113350594,0.616124668623385,0.570679274217612,0.683436509996918,0.581874315954366,0.571469951462659,0.530797393013738,0.509586480819489,0.48171753155952,0.557294945022643,0.588672637730227,0.499066830988022,0.649004084512251,0.565241155059332,0.650302559453347
"GP162",0.560900845849637,0.554159608669035,0.580477603957834,0.613964772354988,0.545618739818394,0.560370728322962,0.66233778885409,0.565661044098785,0.554634854903959,0.57967767757622,0.578251908155155,0.680993819728833,0.642624373810157,0.694442282940783,0.616027135554719,0.536793483065863,0.523087679316749,0.747920526275859
"GP163",0.577876305427486,0.516927670911247,0.542640938518984,0.635460915400166,0.681888932458602,0.6181337368701,0.743502326186921,0.575008687034782,0.541386404015191,0.495676650107994,0.583266334631559,0.587656944367319,0.697197582097043,0.586683628219779,0.712029130998435,0.538872171118317,0.567148557874701,0.61709625150093
"GP164",0.523711964397456,0.525533920169614,0.526029846823439,0.544982390171042,0.533236893704883,0.501851717535795,0.516791846375784,0.52488182009181,0.534838395157866,0.539685647738305,0.513637057975564,0.593735960138019,0.501104253545341,0.555321222174463,0.525465498796502,0.536816690203373,0.521622670242824,0.879088960574662
"GP165",0.523969953974064,0.53831254346753,0.510717744971333,0.504777224330831,0.513083325970294,0.507870281019862,0.519763827931381,0.49475117528175,0.519485119204804,0.548574700416055,0.566575214216265,0.680844489903712,0.548247252436462,0.496314031168889,0.518173446186904,0.569570828200495,0.545253432445623,0.772967456156748
"GP166",0.705413233454702,0.534887261260675,0.537446754896826,0.584599249166521,0.544414780590932,0.606551909592341,0.587787379984797,0.552140400941443,0.551023323572004,0.629647921516358,0.516928810261643,0.714929520232247,0.508352900828209,0.529802786270273,0.879097864394719,0.590193473598046,0.605243425751449,0.901279620712469
"GP167",0.550296330759514,0.583960738377613,0.575411483563133,0.589466480455877,0.550085987452054,0.610059609962508,0.578506395984333,0.57833492500353,0.587087391361444,0.587285706194586,0.611208225016903,0.569900358750952,0.53684700076064,0.651551636111037,0.54630643357736,0.533962840039773,0.64428843224117,0.707779319149046
"GP168",0.522984376694632,0.544189400902657,0.543871306663699,0.541801426950459,0.540594434890235,0.576253468693648,0.514420818054502,0.539929934160768,0.537451525959182,0.509866270226442,0.594187594725207,0.543684083437819,0.508234315378714,0.549648049108777,0.522848801490336,0.579108378806264,0.610085808260014,0.872421505562288
"GP169",0.546708660365659,0.503609027624253,0.523603813149706,0.537655757732798,0.573510939785768,0.529784937750544,0.523694253359092,0.540318267196948,0.538927031820098,0.513330655222031,0.503633859895964,0.568378761306506,0.615082118751176,0.585150533265758,0.600459327443594,0.563296762740797,0.546924792072503,0.759983487124325
"GP170",0.512712986157879,0.559821744058967,0.573277061160419,0.573106877981085,0.574363294292409,0.561226634561746,0.52613613656203,0.539056253736282,0.667685098310573,0.509070291879976,0.786843323533305,0.562205128768778,0.549305856864962,0.620904385233826,0.672261213554898,0.537135702168616,0.578642486787836,0.603458294604792
"GP171",0.577487648220058,0.637664963822683,0.625931863352925,0.523167206468991,0.534272558711249,0.564185719976908,0.533811269524909,0.661815436788181,0.865249637532014,0.665727952755942,0.605877671022991,0.788178959008828,0.557267202218401,0.668021636074032,0.501228343164658,0.598286716889143,0.55776901900259,0.773880411346922
"GP172",0.570777782182619,0.51518472194213,0.501935672356618,0.547012792495473,0.622411409144667,0.545721169625984,0.596501357802223,0.536976483168581,0.511783580888996,0.530537321942192,0.51977781463595,0.519191807500544,0.633142918856046,0.659481778556591,0.54178165368729,0.649238224099823,0.576888120153644,0.527044284260509
"GP173",0.54331798380531,0.513417274491705,0.52260251696082,0.554107118197647,0.628538836992442,0.539093662025886,0.516550259573467,0.503659309578233,0.561330615559158,0.55487702268371,0.536173122526814,0.742625539727392,0.61781512961317,0.571024800130867,0.552701836174229,0.696739473686895,0.570688775358451,0.742229602720387
"GP174",0.584897885889963,0.524296771987213,0.496737842160719,0.499575148335933,0.511830817874701,0.541151236016035,0.627416109291338,0.591274467609214,0.534563143691926,0.557017538632894,0.614111070107988,0.556929384915701,0.511266469821193,0.510982197268233,0.516959227993599,0.53819740979312,0.496128611958653,0.541860097458178
"GP175",0.520248494489819,0.520931339590403,0.508911524117331,0.507079205386089,0.51431989628498,0.510047792241629,0.511954071916258,0.522484043272993,0.536559591450783,0.516796484682843,0.509181696096679,0.612832083289488,0.511371160667306,0.502415871110554,0.510491865605665,0.51378127598262,0.520826625180759,0.490958395267213
"GP176",0.532145021192905,0.565540332489703,0.607897123273889,0.537820311975049,0.596996724366746,0.518900976553209,0.534923066536258,0.730509812567247,0.679652734799083,0.550334369130822,0.593480531355651,0.627567504517421,0.677782552981956,0.515713072508973,0.627120354218281,0.731131176359235,0.565028158029239,0.779222089277184
"GP177",0.499750130477195,0.574572459835441,0.547234049090936,0.508103900790978,0.553368444747105,0.596830966185507,0.564833497023722,0.552254284036582,0.547785129207942,0.661315616375771,0.654603789175006,0.91118866739573,0.611717492747311,0.545045434598893,0.525075552707369,0.617038005528438,0.631888877140336,0.758062212343885
"GP178",0.568036018191955,0.524292955137448,0.509847828501255,0.557421530564458,0.506734339428309,0.5640192629526,0.608406018744864,0.521532953749993,0.504430686684778,0.582709520522255,0.531031690312423,0.596065316909181,0.633739851063283,0.614894108734627,0.582939971596548,0.652143984154511,0.558572870272203,0.709984991762637
"GP179",0.518397312221177,0.528961494054608,0.510524424711266,0.518915184421819,0.505405165032488,0.516428849617509,0.50765764378067,0.51126969215663,0.531212703899373,0.537619854591772,0.51669362132338,0.539060521587846,0.529826216873908,0.550045820298705,0.512344355360344,0.584104902695984,0.538162180473238,0.488584881309467
"GP180",0.509240062998129,0.520958863291278,0.531042007753579,0.498189846311088,0.522142459615746,0.527558157781506,0.572928803810084,0.598453028924685,0.518523474611411,0.50776238843425,0.542880280893163,0.504269382634701,0.625983410823919,0.526929772116806,0.513395332040337,0.717172726310619,0.526665202176542,0.551430868651009
"GP181",0.584726908433082,0.506116391012908,0.531631680065006,0.575550270388746,0.548666927380622,0.523271105679209,0.655656031929265,0.533421311160829,0.5047670915884,0.594388634152722,0.500083773451889,0.575241071771439,0.681548105239618,0.642135354611089,0.534764459532424,0.756723750339784,0.523152149394713,0.578811471362495
"GP182",0.569373658227813,0.50888800877017,0.500537506237673,0.538695376005323,0.535015255669274,0.530441960328134,0.598133213828734,0.566234863028538,0.569865737061828,0.528332947730411,0.517760344299423,0.72325897423189,0.623398127040874,0.513398000961845,0.507423332649732,0.635013033493866,0.544360855368702,0.757276833528939
"GP183",0.547736419841268,0.514731248957102,0.550948761397008,0.572838860380683,0.508859457792653,0.583310379972497,0.587930023229174,0.506165473959565,0.512999538323416,0.575356180386817,0.491957281560191,0.569332218206715,0.676551408778806,0.533456091593316,0.520185348116074,0.718040618885847,0.579411379474133,0.63591864102763
