"GP","blood","spleen","LN","bone marrow","lung","liver","peritoneal cavity","colon epi","small intestine epi","colon LP","small intestine LP","skin","mammary gland","uterus","placenta","submandibular gland","kidney","CNS"
"GP11",0.495005077093565,0.629081891945434,0.635718726159088,0.593400576696207,0.89790300491773,0.749351354017566,0.604484380539943,0.517694512813788,0.562854803482348,0.75648549212654,0.677545909263469,0.611334048435722,0.499927276275279,0.502633081004706,0.908044582425517,0.495119637908346,0.878263611866743,0.518240666686164
"GP12",0.591392211361658,0.503142883406461,0.495562970063648,0.523436310314476,0.562419214672342,0.536418733540327,0.552841800860939,0.530642799734845,0.519896726630801,0.513025184057233,0.573707595007246,0.506890464348837,0.636049320768105,0.589396909166953,0.677535008032266,0.61045750272323,0.515856070489315,0.521995480998962
"GP13",0.601193218496903,0.516140509646313,0.539906229742885,0.64322783521599,0.648705786679374,0.517531107700857,0.605726005472991,0.599255483754345,0.59343306219573,0.51213643025239,0.55775121247309,0.53728736334222,0.528303246346642,0.504944650616271,0.538656925467916,0.597701023218134,0.548772606503204,0.798905725297124
"GP14",0.530049428892781,0.498904026669535,0.505820278079225,0.519134544632195,0.522307273886608,0.510509853641344,0.580269184619745,0.52937917039322,0.519632357680084,0.529508618872202,0.514254742645189,0.50458150451222,0.50588022753679,0.55032959318625,0.580561304357079,0.531139082647889,0.556517079307928,0.540400386374164
"GP15",0.555964766569157,0.521024197750351,0.532907887189201,0.545753613406434,0.564548181622755,0.512093728513235,0.63662203570718,0.602683725375346,0.519279466028945,0.550983609073061,0.508839824885601,0.521297675627965,0.550286391154165,0.590708801645741,0.537534269557781,0.602048117181758,0.496284857227487,0.608602886108202
"GP16",0.514065921559546,0.52634259920891,0.60146484718475,0.561303462893785,0.535443901438076,0.521925263084494,0.553077772509679,0.599197743051242,0.533957282549547,0.60274838456835,0.515399422022678,0.502962283922907,0.50480897968572,0.574256292633631,0.528388581342741,0.502751269066943,0.523357480092322,0.619318877785648
"GP17",0.644653127587527,0.534415635631847,0.50884086511642,0.679643008005439,0.511066593177573,0.552819620362643,0.54752082765937,0.563360865830988,0.507219694901721,0.577128753630086,0.578627083175677,0.570890476633818,0.608220146241118,0.536809002007392,0.73523490790257,0.774506958604554,0.559378576896102,0.952745456310177
"GP18",0.567261367062177,0.509628626806207,0.551654666461178,0.611571838706165,0.613815481532504,0.494196538495635,0.582169302994859,0.56603644240047,0.562161958368338,0.544038050687318,0.535220295403404,0.639508935880261,0.527862065480469,0.497419627807247,0.596087446901138,0.565260045658285,0.488365242086488,0.785320748623256
"GP19",0.507274448150019,0.563363632629531,0.525905655162917,0.609520069599185,0.609682930965033,0.667656323919878,0.683824359151066,0.650300695982221,0.556066624078771,0.52064300754002,0.56327162094618,0.632149074057574,0.630997018052246,0.577268032125401,0.513228597134943,0.510507556267514,0.709732773783062,0.591362697939409
"GP20",0.567383758575939,0.53398808404947,0.538073589774416,0.624828127766606,0.541928619834633,0.531377058675356,0.581741952780907,0.569861833299767,0.539736697567036,0.53059925091001,0.550307313804715,0.49269525537197,0.531551933532308,0.566000766066195,0.534616164925017,0.601426966838393,0.521369957269508,0.824303172328558
